context_token_position_0;context_token_position_1;context_token_position_2;context_token_position_3;context_token_position_4;context_token_position_5;context_token_position_6;context_token_position_7;context_token_position_8;context_token_position_9;context_token_position_10;context_token_position_11;context_token_position_12;context_token_position_13;input_token_position_0;input_token_position_1;input_token_position_2;input_token_position_3;input_token_position_4;input_token_position_5;input_token_position_6;input_token_position_7;input_token_position_8;input_token_position_9;input_token_position_10;input_token_position_11;input_token_position_12;input_token_position_13;target_token_position_0;target_token_position_1;target_token_position_2;target_token_position_3;target_token_position_4;target_token_position_5;target_token_position_6;target_token_position_7;target_token_position_8;target_token_position_9;target_token_position_10;target_token_position_11;target_token_position_12;target_token_position_13
2;39;38;109;10;27;101;127;169;6;3;0;0;0;2;37;118;38;184;23;63;75;10;133;111;126;154;4;37;118;38;184;23;63;75;10;133;111;126;154;4;3
2;41;36;87;70;21;276;46;6;3;0;0;0;0;2;35;34;88;101;19;312;95;74;93;4;3;0;0;35;34;88;101;19;312;95;74;93;4;3;0;0;0
2;37;69;36;49;15;250;128;6;3;0;0;0;0;2;35;69;34;51;8;9;319;46;279;75;4;3;0;35;69;34;51;8;9;319;46;279;75;4;3;0;0
2;18;42;68;37;28;73;101;258;6;3;0;0;0;2;41;68;39;45;318;319;309;61;4;3;0;0;0;41;68;39;45;318;319;309;61;4;3;0;0;0;0
2;40;36;54;10;27;71;307;154;177;6;3;0;0;2;36;34;53;40;25;92;260;4;3;0;0;0;0;36;34;53;40;25;92;260;4;3;0;0;0;0;0
2;39;38;85;45;37;16;52;254;6;3;0;0;0;2;96;70;14;312;315;172;46;107;4;3;0;0;0;96;70;14;312;315;172;46;107;4;3;0;0;0;0
2;41;36;97;10;22;156;93;6;3;0;0;0;0;2;35;34;132;38;20;319;154;99;4;3;0;0;0;35;34;132;38;20;319;154;99;4;3;0;0;0;0
2;37;53;36;15;306;200;96;293;45;99;155;6;3;2;35;50;34;19;99;236;44;269;34;177;4;3;0;35;50;34;19;99;236;44;269;34;177;4;3;0;0
2;18;42;47;45;283;6;3;0;0;0;0;0;0;2;41;47;8;272;4;3;0;0;0;0;0;0;0;41;47;8;272;4;3;0;0;0;0;0;0;0;0
2;40;36;86;50;162;6;3;0;0;0;0;0;0;2;36;105;34;139;60;176;4;3;0;0;0;0;0;36;105;34;139;60;176;4;3;0;0;0;0;0;0
2;39;38;66;10;22;71;250;51;6;3;0;0;0;2;37;94;40;299;4;3;0;0;0;0;0;0;0;37;94;40;299;4;3;0;0;0;0;0;0;0;0
2;41;36;55;10;216;80;6;3;0;0;0;0;0;2;35;34;56;38;81;44;10;312;74;95;308;73;4;35;34;56;38;81;44;10;312;74;95;308;73;4;3
2;37;57;36;12;131;46;73;93;62;6;3;0;0;2;35;55;34;10;75;180;99;219;4;3;0;0;0;35;55;34;10;75;180;99;219;4;3;0;0;0;0
2;18;42;67;75;72;6;3;0;0;0;0;0;0;2;41;67;8;79;71;4;3;0;0;0;0;0;0;41;67;8;79;71;4;3;0;0;0;0;0;0;0
2;40;36;65;10;25;122;277;96;28;101;302;92;3;2;36;34;64;38;23;133;44;10;215;308;74;318;312;36;34;64;38;23;133;44;10;215;308;74;318;312;3
2;39;38;58;10;64;6;3;0;0;0;0;0;0;2;37;49;38;62;4;3;0;0;0;0;0;0;0;37;49;38;62;4;3;0;0;0;0;0;0;0;0
2;41;36;68;37;32;303;99;79;229;46;6;3;0;2;35;34;68;48;29;74;239;4;3;0;0;0;0;35;34;68;48;29;74;239;4;3;0;0;0;0;0
2;37;72;36;23;122;230;181;37;12;101;306;128;3;2;35;71;34;194;65;35;26;63;309;61;4;3;0;35;71;34;194;65;35;26;63;309;61;4;3;0;0
2;18;42;47;45;83;140;6;3;0;0;0;0;0;2;41;47;8;106;39;147;4;3;0;0;0;0;0;41;47;8;106;39;147;4;3;0;0;0;0;0;0
2;40;36;54;74;50;19;101;156;99;93;6;3;0;2;36;34;53;65;52;292;4;3;0;0;0;0;0;36;34;53;65;52;292;4;3;0;0;0;0;0;0
2;39;38;109;10;28;156;118;115;224;120;6;3;0;2;37;118;40;167;26;63;75;316;111;130;4;3;0;37;118;40;167;26;63;75;316;111;130;4;3;0;0
2;41;36;104;70;284;6;3;0;0;0;0;0;0;2;35;34;127;52;169;4;3;0;0;0;0;0;0;35;34;127;52;169;4;3;0;0;0;0;0;0;0
2;37;69;36;11;122;115;172;232;37;22;266;254;3;2;35;69;34;39;259;211;70;10;133;126;155;4;3;35;69;34;39;259;211;70;10;133;126;155;4;3;0
2;18;42;54;10;27;71;302;303;118;71;6;3;0;2;41;53;40;25;74;308;74;89;4;3;0;0;0;41;53;40;25;74;308;74;89;4;3;0;0;0;0
2;40;36;78;50;13;111;92;6;3;0;0;0;0;2;36;34;80;52;45;308;75;312;97;129;4;3;0;36;34;80;52;45;308;75;312;97;129;4;3;0;0
2;39;38;68;37;11;267;71;254;165;73;6;3;0;2;37;68;35;26;63;89;119;4;3;0;0;0;0;37;68;35;26;63;89;119;4;3;0;0;0;0;0
2;41;36;82;37;41;249;115;6;3;0;0;0;0;2;35;34;84;39;10;215;74;309;61;308;134;4;3;35;34;84;39;10;215;74;309;61;308;134;4;3;0
2;37;53;36;29;156;132;24;115;152;274;6;3;0;2;35;50;105;34;231;21;133;61;264;4;3;0;0;35;50;105;34;231;21;133;61;264;4;3;0;0;0
2;18;42;47;45;22;95;187;249;6;3;0;0;0;2;41;47;8;76;259;312;265;4;3;0;0;0;0;41;47;8;76;259;312;265;4;3;0;0;0;0;0
2;40;36;97;50;23;266;46;6;3;0;0;0;0;2;36;34;132;173;48;40;46;4;3;0;0;0;0;36;34;132;173;48;40;46;4;3;0;0;0;0;0
2;39;38;63;10;13;101;302;257;165;73;219;6;3;2;37;66;38;11;63;308;319;315;74;95;89;99;4;37;66;38;11;63;308;319;315;74;95;89;99;4;3
2;41;36;87;70;13;247;22;101;282;6;3;0;0;2;35;34;88;101;20;63;320;312;315;312;283;46;44;35;34;88;101;20;63;320;312;315;312;283;46;44;3
2;37;72;36;28;98;71;280;25;71;122;221;91;3;2;35;71;34;194;23;61;308;312;309;115;135;4;3;35;71;34;194;23;61;308;312;309;115;135;4;3;0
2;18;42;139;10;28;254;101;101;73;153;154;6;3;2;41;143;38;9;61;138;4;3;0;0;0;0;0;41;143;38;9;61;138;4;3;0;0;0;0;0;0
2;40;36;65;10;25;122;277;96;22;187;73;165;3;2;36;34;64;38;23;133;44;79;203;92;4;3;0;36;34;64;38;23;133;44;79;203;92;4;3;0;0
2;39;38;125;45;274;73;153;81;6;3;0;0;0;2;37;182;17;319;95;204;4;3;0;0;0;0;0;37;182;17;319;95;204;4;3;0;0;0;0;0;0
2;41;36;68;70;103;6;3;0;0;0;0;0;0;2;35;34;68;52;131;4;3;0;0;0;0;0;0;35;34;68;52;131;4;3;0;0;0;0;0;0;0
2;37;69;36;12;153;71;178;10;45;52;6;3;0;2;35;69;34;20;93;318;115;77;38;17;319;310;319;35;69;34;20;93;318;115;77;38;17;319;310;319;3
2;18;42;54;10;149;45;10;166;6;3;0;0;0;2;41;53;40;165;8;38;224;4;3;0;0;0;0;41;53;40;165;8;38;224;4;3;0;0;0;0;0
2;40;36;78;50;25;153;101;73;101;46;6;3;0;2;36;34;80;101;13;63;204;4;3;0;0;0;0;36;34;80;101;13;63;204;4;3;0;0;0;0;0
2;39;38;85;45;37;22;306;46;71;257;6;3;0;2;96;70;20;319;173;63;4;3;0;0;0;0;0;96;70;20;319;173;63;4;3;0;0;0;0;0;0
2;41;36;240;10;29;256;6;3;0;0;0;0;0;2;35;34;251;38;289;4;3;0;0;0;0;0;0;35;34;251;38;289;4;3;0;0;0;0;0;0;0
2;37;117;36;28;250;176;28;173;229;90;6;3;0;2;35;113;105;34;231;19;74;95;89;135;4;3;0;35;113;105;34;231;19;74;95;89;135;4;3;0;0
2;18;42;47;45;25;122;303;174;21;152;223;302;3;2;41;47;8;250;23;61;187;61;313;92;4;3;0;41;47;8;250;23;61;187;61;313;92;4;3;0;0
2;40;36;86;50;72;6;3;0;0;0;0;0;0;2;36;34;139;8;52;71;4;3;0;0;0;0;0;36;34;139;8;52;71;4;3;0;0;0;0;0;0
2;39;38;49;10;11;101;164;112;6;3;0;0;0;2;37;51;38;160;44;76;130;4;3;0;0;0;0;37;51;38;160;44;76;130;4;3;0;0;0;0;0
2;41;36;87;37;246;6;3;0;0;0;0;0;0;2;35;34;88;35;255;4;3;0;0;0;0;0;0;35;34;88;35;255;4;3;0;0;0;0;0;0;0
2;37;57;36;15;173;255;16;165;73;90;6;3;0;2;35;55;34;13;99;223;274;135;4;3;0;0;0;35;55;34;13;99;223;274;135;4;3;0;0;0;0
2;18;42;147;37;21;122;306;99;79;131;6;3;0;2;41;166;39;169;4;3;0;0;0;0;0;0;0;41;166;39;169;4;3;0;0;0;0;0;0;0;0
2;40;36;59;61;10;26;306;303;309;6;3;0;0;2;36;34;57;58;38;156;4;3;0;0;0;0;0;36;34;57;58;38;156;4;3;0;0;0;0;0;0
2;39;38;138;37;29;256;6;3;0;0;0;0;0;2;37;145;35;289;4;3;0;0;0;0;0;0;0;37;145;35;289;4;3;0;0;0;0;0;0;0;0
2;41;36;104;37;69;6;3;0;0;0;0;0;0;2;35;34;127;70;69;4;3;0;0;0;0;0;0;35;34;127;70;69;4;3;0;0;0;0;0;0;0
2;37;72;36;49;106;10;28;73;201;6;3;0;0;2;35;71;34;51;100;40;10;319;142;98;4;3;0;35;71;34;51;100;40;10;319;142;98;4;3;0;0
2;18;42;54;10;29;153;152;92;44;23;101;73;3;2;41;53;40;21;63;89;44;8;310;154;150;308;312;41;53;40;21;63;89;44;8;310;154;150;308;312;3
2;40;36;58;10;12;306;118;96;29;71;122;6;3;2;36;34;49;40;27;61;323;61;44;27;74;4;3;36;34;49;40;27;61;323;61;44;27;74;4;3;0
2;39;38;109;10;134;23;155;6;3;0;0;0;0;2;37;118;40;177;44;178;46;4;3;0;0;0;0;37;118;40;177;44;178;46;4;3;0;0;0;0;0
2;41;36;55;10;75;46;73;81;52;102;6;3;0;2;35;34;56;40;110;44;79;46;126;129;4;3;0;35;34;56;40;110;44;79;46;126;129;4;3;0;0
2;37;53;36;15;303;200;95;106;12;173;101;306;3;2;35;50;34;19;99;236;44;21;319;307;92;4;3;35;50;34;19;99;236;44;21;319;307;92;4;3;0
2;18;42;47;45;137;108;27;71;302;303;118;111;3;2;41;47;8;123;21;319;74;320;93;25;74;308;74;41;47;8;123;21;319;74;320;93;25;74;308;74;3
2;40;36;97;10;287;96;10;21;152;223;302;122;3;2;36;34;132;38;291;44;38;23;61;187;61;313;74;36;34;132;38;291;44;38;23;61;187;61;313;74;3
2;39;38;85;45;37;12;101;306;174;131;46;303;3;2;96;70;10;61;315;316;63;4;3;0;0;0;0;96;70;10;61;315;316;63;4;3;0;0;0;0;0
2;41;36;82;70;11;123;52;302;98;29;277;71;3;2;35;34;84;39;19;151;95;89;44;52;174;4;3;35;34;84;39;19;151;95;89;44;52;174;4;3;0
2;37;72;36;63;37;205;29;152;92;6;3;0;0;2;35;71;34;79;211;39;23;74;308;261;4;3;0;35;71;34;79;211;39;23;74;308;261;4;3;0;0
2;18;42;54;10;21;199;96;29;153;51;46;45;3;2;41;53;40;19;180;44;10;189;93;23;63;75;247;41;53;40;19;180;44;10;189;93;23;63;75;247;3
2;40;36;65;10;113;202;6;3;0;0;0;0;0;2;36;34;64;40;214;58;120;4;3;0;0;0;0;36;34;64;40;214;58;120;4;3;0;0;0;0;0
2;39;38;100;143;61;37;23;71;303;273;153;301;3;2;37;112;158;58;60;29;74;308;312;119;46;4;3;37;112;158;58;60;29;74;308;312;119;46;4;3;0
2;41;36;68;37;21;188;103;6;3;0;0;0;0;2;35;34;68;39;26;215;61;4;3;0;0;0;0;35;34;68;39;26;215;61;4;3;0;0;0;0;0
2;37;69;36;291;74;37;34;164;6;3;0;0;0;2;35;69;34;10;63;75;75;83;65;35;159;4;3;35;69;34;10;63;75;75;83;65;35;159;4;3;0
2;18;42;67;75;25;250;27;122;301;301;187;6;3;2;41;67;8;79;100;74;284;4;3;0;0;0;0;41;67;8;79;100;74;284;4;3;0;0;0;0;0
2;40;36;78;37;20;187;128;165;13;115;122;177;3;2;36;34;80;60;10;61;284;95;92;44;39;290;4;36;34;80;60;10;61;284;95;92;44;39;290;4;3
2;39;38;85;45;37;10;305;306;122;115;303;257;3;2;96;70;8;308;319;133;107;4;3;0;0;0;0;96;70;8;308;319;133;107;4;3;0;0;0;0;0
2;41;36;87;61;10;12;101;99;221;189;6;3;0;2;35;34;88;58;38;100;308;312;142;97;4;3;0;35;34;88;58;38;100;308;312;142;97;4;3;0;0
2;37;117;36;27;198;51;74;37;22;101;115;132;3;2;35;113;34;26;215;83;65;39;20;61;172;172;4;35;113;34;26;215;83;65;39;20;61;172;172;4;3
2;18;42;47;45;83;13;115;257;46;6;3;0;0;2;41;47;8;106;39;9;61;126;202;4;3;0;0;41;47;8;106;39;9;61;126;202;4;3;0;0;0
2;40;36;86;50;21;227;167;6;3;0;0;0;0;2;36;34;139;52;181;39;75;310;63;4;3;0;0;36;34;139;52;181;39;75;310;63;4;3;0;0;0
2;39;38;49;10;77;79;112;6;3;0;0;0;0;2;37;51;38;160;44;165;46;4;3;0;0;0;0;37;51;38;160;44;165;46;4;3;0;0;0;0;0
2;41;36;59;12;175;118;231;81;216;6;3;0;0;2;35;34;57;16;95;309;63;75;315;61;318;115;4;35;34;57;16;95;309;63;75;315;61;318;115;4;3
2;37;57;36;16;173;199;165;51;74;37;117;6;3;2;35;55;34;226;70;113;4;3;0;0;0;0;0;35;55;34;226;70;113;4;3;0;0;0;0;0;0
2;18;42;147;75;284;23;71;268;90;6;3;0;0;2;41;166;79;169;22;75;150;172;98;135;4;3;0;41;166;79;169;22;75;150;172;98;135;4;3;0;0
2;40;36;59;61;50;14;308;218;46;6;3;0;0;2;36;34;57;58;101;156;92;4;3;0;0;0;0;36;34;57;58;101;156;92;4;3;0;0;0;0;0
2;39;38;138;61;37;17;101;173;303;222;46;6;3;2;37;145;58;48;167;46;4;3;0;0;0;0;0;37;145;58;48;167;46;4;3;0;0;0;0;0;0
2;41;36;104;37;32;303;99;79;229;46;6;3;0;2;35;34;127;48;29;74;239;4;3;0;0;0;0;35;34;127;48;29;74;239;4;3;0;0;0;0;0
2;37;72;36;49;106;10;15;71;268;153;81;45;3;2;35;71;34;51;100;38;17;319;310;319;74;126;44;35;71;34;51;100;38;17;319;310;319;74;126;44;3
2;18;42;54;74;75;25;173;152;99;81;6;3;0;2;41;53;65;79;23;151;95;312;309;115;235;4;3;41;53;65;79;23;151;95;312;309;115;235;4;3;0
2;40;36;58;10;15;115;306;187;262;6;3;0;0;2;36;34;49;40;268;44;13;75;288;46;4;3;0;36;34;49;40;268;44;13;75;288;46;4;3;0;0
2;39;38;109;10;39;71;92;165;79;169;6;3;0;2;37;118;38;184;44;13;312;95;44;105;238;4;3;37;118;38;184;44;13;312;95;44;105;238;4;3;0
2;41;36;55;10;12;175;123;80;6;3;0;0;0;2;35;34;56;38;10;63;315;312;308;4;3;0;0;35;34;56;38;10;63;315;312;308;4;3;0;0;0
2;37;53;36;29;156;132;288;48;24;115;152;274;3;2;35;50;105;34;231;25;189;61;32;21;133;61;264;35;50;105;34;231;25;189;61;32;21;133;61;264;3
2;18;42;47;45;283;11;115;71;127;6;3;0;0;2;41;47;8;272;23;61;95;4;3;0;0;0;0;41;47;8;272;23;61;95;4;3;0;0;0;0;0
2;40;36;86;50;162;11;71;197;130;11;95;6;3;2;36;105;34;139;60;176;8;153;44;11;63;75;315;36;105;34;139;60;176;8;153;44;11;63;75;315;3
2;39;38;66;10;31;303;270;101;12;195;106;166;3;2;37;94;40;29;312;150;63;99;151;315;209;100;224;37;94;40;29;312;150;63;99;151;315;209;100;224;3
2;41;36;87;70;193;292;6;3;0;0;0;0;0;2;35;34;88;101;294;44;146;4;3;0;0;0;0;35;34;88;101;294;44;146;4;3;0;0;0;0;0
2;37;72;36;23;122;230;74;37;117;46;153;276;3;2;35;71;34;194;9;61;284;35;113;4;3;0;0;35;71;34;194;9;61;284;35;113;4;3;0;0;0
2;18;42;139;10;12;306;118;96;192;12;153;101;3;2;41;143;40;27;61;323;61;44;10;311;63;308;63;41;143;40;27;61;323;61;44;10;311;63;308;63;3
2;40;36;65;10;25;122;277;96;28;101;302;92;3;2;36;34;64;38;23;133;44;10;215;308;74;318;312;36;34;64;38;23;133;44;10;215;308;74;318;312;3
2;39;38;58;10;11;303;273;191;6;3;0;0;0;2;37;49;38;14;154;95;244;4;3;0;0;0;0;37;49;38;14;154;95;244;4;3;0;0;0;0;0
2;41;36;68;37;148;6;3;0;0;0;0;0;0;2;35;34;68;35;159;4;3;0;0;0;0;0;0;35;34;68;35;159;4;3;0;0;0;0;0;0;0
2;37;69;36;49;74;37;28;99;229;6;3;0;0;2;35;69;34;51;65;39;21;312;74;320;74;4;3;35;69;34;51;65;39;21;312;74;320;74;4;3;0
2;18;42;47;45;22;122;92;71;28;306;46;153;3;2;41;47;8;247;101;311;312;4;3;0;0;0;0;41;47;8;247;101;311;312;4;3;0;0;0;0;0
2;40;36;78;50;12;173;101;212;11;52;12;101;3;2;36;34;80;52;8;75;315;133;107;23;63;75;10;36;34;80;52;8;75;315;133;107;23;63;75;10;3
2;39;38;85;45;37;11;101;73;152;123;93;148;3;2;96;70;159;9;63;89;95;102;4;3;0;0;0;96;70;159;9;63;89;95;102;4;3;0;0;0;0
2;41;36;240;31;71;274;73;170;46;74;37;148;3;2;35;34;251;29;74;310;74;89;188;65;35;159;4;35;34;251;29;74;310;74;89;188;65;35;159;4;3
2;37;117;36;28;250;176;11;71;153;303;99;79;3;2;35;113;105;34;231;44;318;222;44;48;20;63;239;35;113;105;34;231;44;318;222;44;48;20;63;239;3
2;18;42;47;45;83;37;28;122;308;101;118;153;3;2;41;47;8;106;35;26;61;322;63;309;63;95;4;41;47;8;106;35;26;61;322;63;309;63;95;4;3
2;40;36;86;50;17;101;115;46;71;6;3;0;0;2;36;34;139;52;10;61;307;215;152;4;3;0;0;36;34;139;52;10;61;307;215;152;4;3;0;0;0
2;39;38;49;10;29;115;303;307;303;122;112;6;3;2;37;51;38;160;44;27;75;312;320;73;4;3;0;37;51;38;160;44;27;75;312;320;73;4;3;0;0
2;41;36;87;70;25;115;111;165;73;268;135;6;3;2;35;34;88;52;23;111;173;95;89;134;4;3;0;35;34;88;52;23;111;173;95;89;134;4;3;0;0
2;37;57;36;27;303;118;118;225;74;37;25;101;3;2;35;55;34;22;95;259;319;151;77;65;35;82;317;35;55;34;22;95;259;319;151;77;65;35;82;317;3
2;18;42;147;37;11;95;40;250;46;6;3;0;0;2;41;166;48;26;61;307;61;172;46;44;39;10;277;41;166;48;26;61;307;61;172;46;44;39;10;277;3
2;40;36;59;61;50;13;115;171;115;4;28;217;3;2;36;34;57;58;52;156;44;20;61;95;74;284;4;36;34;57;58;52;156;44;20;61;95;74;284;4;3
2;39;38;138;37;21;188;103;6;3;0;0;0;0;2;37;145;39;26;215;61;4;3;0;0;0;0;0;37;145;39;26;215;61;4;3;0;0;0;0;0;0
2;41;36;104;37;13;253;111;10;197;73;81;94;3;2;35;34;127;60;23;151;204;44;46;316;287;44;39;35;34;127;60;23;151;204;44;46;316;287;44;39;3
2;37;72;36;12;153;267;51;286;46;24;177;99;3;2;35;71;34;23;142;46;312;310;319;83;52;23;155;35;71;34;23;142;46;312;310;319;83;52;23;155;3
2;18;42;54;10;25;101;46;73;302;164;45;75;3;2;41;53;40;23;189;89;99;8;79;224;4;3;0;41;53;40;23;189;89;99;8;79;224;4;3;0;0
2;40;36;58;10;114;94;6;3;0;0;0;0;0;2;36;34;49;40;103;205;4;3;0;0;0;0;0;36;34;49;40;103;205;4;3;0;0;0;0;0;0
2;39;38;109;10;28;156;118;115;224;61;22;175;3;2;37;118;40;26;63;75;316;111;130;58;20;277;4;37;118;40;26;63;75;316;111;130;58;20;277;4;3
2;41;36;55;124;74;73;81;272;51;80;6;3;0;2;35;34;56;38;81;16;163;111;130;163;4;3;0;35;34;56;38;81;16;163;111;130;163;4;3;0;0
2;37;53;36;62;48;15;306;200;96;293;6;3;0;2;35;50;34;87;32;19;99;236;44;269;4;3;0;35;50;34;87;32;19;99;236;44;269;4;3;0;0
2;18;42;47;45;22;122;92;71;25;101;73;73;3;2;41;47;8;247;10;261;315;115;4;3;0;0;0;41;47;8;247;10;261;315;115;4;3;0;0;0;0
2;40;36;86;50;72;4;28;15;156;6;3;0;0;2;36;34;139;35;23;74;263;44;52;71;4;3;0;36;34;139;35;23;74;263;44;52;71;4;3;0;0
2;39;38;85;45;37;10;189;22;306;46;71;257;3;2;96;70;20;319;173;63;44;8;75;126;4;3;0;96;70;20;319;173;63;44;8;75;126;4;3;0;0
2;41;36;240;50;301;46;74;37;148;6;3;0;0;2;35;34;251;15;312;142;307;93;65;35;159;4;3;35;34;251;15;312;142;307;93;65;35;159;4;3;0
2;37;117;36;263;133;90;45;222;6;3;0;0;0;2;35;113;34;226;16;163;95;130;135;15;63;266;4;35;113;34;226;16;163;95;130;135;15;63;266;4;3
2;18;42;54;10;149;45;75;16;115;152;79;254;3;2;41;53;40;165;8;79;8;307;319;74;151;4;3;41;53;40;165;8;79;8;307;319;74;151;4;3;0
2;40;36;65;10;108;182;6;3;0;0;0;0;0;2;36;34;64;40;191;21;319;74;320;61;4;3;0;36;34;64;40;191;21;319;74;320;61;4;3;0;0
2;39;38;58;25;152;302;122;92;111;61;191;6;3;2;37;49;23;61;95;317;319;74;317;287;58;35;244;37;49;23;61;95;317;319;74;317;287;58;35;244;3
2;41;36;68;37;25;268;303;101;6;3;0;0;0;2;35;34;68;35;23;61;318;107;4;3;0;0;0;35;34;68;35;23;61;318;107;4;3;0;0;0;0
2;37;69;36;49;106;10;15;115;198;301;71;71;3;2;35;69;34;51;100;38;13;75;187;307;74;74;4;35;69;34;51;100;38;13;75;187;307;74;74;4;3
2;18;42;47;45;137;286;93;303;152;60;6;3;0;2;41;47;8;123;59;16;89;99;73;172;4;3;0;41;47;8;123;59;16;89;99;73;172;4;3;0;0
2;40;36;78;50;22;122;92;71;306;118;6;3;0;2;36;34;80;52;20;61;317;319;312;99;263;4;3;36;34;80;52;20;61;317;319;312;99;263;4;3;0
2;39;38;85;45;37;22;306;46;123;15;272;303;3;2;96;70;13;92;318;312;320;215;44;20;319;46;115;96;70;13;92;318;312;320;215;44;20;319;46;115;3
2;41;36;87;70;13;115;122;178;292;6;3;0;0;2;35;34;88;101;294;44;11;312;307;319;284;4;3;35;34;88;101;294;44;11;312;307;319;284;4;3;0
2;37;57;36;28;118;122;115;92;225;74;37;117;3;2;35;55;34;226;70;113;4;3;0;0;0;0;0;35;55;34;226;70;113;4;3;0;0;0;0;0;0
2;18;42;147;37;23;122;118;92;303;99;46;6;3;2;41;166;48;105;75;320;312;99;99;74;89;46;4;41;166;48;105;75;320;312;99;99;74;89;46;4;3
2;40;36;59;61;50;70;73;279;14;308;218;6;3;2;36;34;57;58;52;156;44;140;4;3;0;0;0;36;34;57;58;52;156;44;140;4;3;0;0;0;0
2;39;38;138;37;20;187;128;165;6;3;0;0;0;2;37;145;39;290;4;3;0;0;0;0;0;0;0;37;145;39;290;4;3;0;0;0;0;0;0;0;0
2;41;36;104;70;28;99;271;81;46;6;3;0;0;2;35;34;127;101;33;61;316;61;318;312;99;151;46;35;34;127;101;33;61;316;61;318;312;99;151;46;3
2;37;72;36;49;106;10;21;267;81;25;101;303;3;2;35;71;34;51;100;38;23;319;163;155;48;142;4;35;71;34;51;100;38;23;319;163;155;48;142;4;3
2;18;42;54;10;29;153;152;92;44;77;79;6;3;2;41;53;40;27;133;313;74;89;44;8;310;154;150;41;53;40;27;133;313;74;89;44;8;310;154;150;3
2;40;36;58;10;11;277;73;153;222;64;6;3;0;2;36;34;49;38;62;44;10;319;315;316;99;74;256;36;34;49;38;62;44;10;319;315;316;99;74;256;3
2;39;38;109;10;94;120;6;3;0;0;0;0;0;2;37;118;40;103;4;3;0;0;0;0;0;0;0;37;118;40;103;4;3;0;0;0;0;0;0;0;0
2;41;36;55;10;216;15;123;73;135;102;6;3;0;2;35;34;56;40;110;44;10;312;74;95;308;73;13;35;34;56;40;110;44;10;312;74;95;308;73;13;3
2;37;53;36;29;156;132;203;6;3;0;0;0;0;2;35;50;105;34;231;297;4;3;0;0;0;0;0;35;50;105;34;231;297;4;3;0;0;0;0;0;0
2;18;42;47;45;27;303;270;10;11;123;52;302;3;2;41;47;8;8;95;98;75;65;174;4;3;0;0;41;47;8;8;95;98;75;65;174;4;3;0;0;0
2;40;36;86;50;69;4;28;162;6;3;0;0;0;2;36;34;139;60;176;44;52;69;4;3;0;0;0;36;34;139;60;176;44;52;69;4;3;0;0;0;0
2;39;38;66;10;134;22;122;115;268;153;101;99;3;2;37;94;38;20;133;61;203;44;178;46;4;3;0;37;94;38;20;133;61;203;44;178;46;4;3;0;0
2;41;36;87;70;214;292;6;3;0;0;0;0;0;2;35;34;88;101;294;44;225;4;3;0;0;0;0;35;34;88;101;294;44;225;4;3;0;0;0;0;0
2;37;72;36;28;98;71;280;181;37;32;303;99;3;2;35;71;34;194;65;35;70;309;74;312;323;133;44;35;71;34;194;65;35;70;309;74;312;323;133;44;3
2;18;42;139;10;16;173;248;96;21;71;254;101;3;2;41;143;38;29;93;63;44;19;312;315;63;172;98;41;143;38;29;93;63;44;19;312;315;63;172;98;3
2;40;36;65;10;25;122;277;96;16;173;101;282;3;2;36;34;64;38;23;133;44;14;319;61;153;4;3;36;34;64;38;23;133;44;14;319;61;153;4;3;0
2;39;38;58;28;118;122;273;153;250;73;303;61;3;2;37;49;45;316;61;310;319;74;318;187;58;39;103;37;49;45;316;61;310;319;74;318;187;58;39;103;3
2;41;36;68;37;11;277;79;302;122;274;6;3;0;2;35;34;68;39;17;61;319;151;44;99;23;61;313;35;34;68;39;17;61;319;151;44;99;23;61;313;3
2;37;69;36;49;106;10;29;165;99;198;11;195;3;2;35;69;34;51;100;40;23;74;152;89;44;27;74;35;69;34;51;100;40;23;74;152;89;44;27;74;3
2;18;42;47;45;22;122;92;71;10;39;301;46;3;2;41;47;8;247;40;23;61;310;219;30;74;307;4;41;47;8;247;40;23;61;310;219;30;74;307;4;3
2;40;36;78;50;28;128;101;101;173;28;306;118;3;2;36;34;80;101;28;318;312;188;45;308;63;201;92;36;34;80;101;28;318;312;188;45;308;63;201;92;3
2;39;38;85;45;37;42;306;46;71;254;165;73;3;2;96;70;162;44;11;312;320;142;46;186;92;4;3;96;70;162;44;11;312;320;142;46;186;92;4;3;0
2;41;36;87;70;54;292;6;3;0;0;0;0;0;2;35;34;88;101;294;44;45;308;75;312;318;319;154;35;34;88;101;294;44;45;308;75;312;318;319;154;3
2;37;57;36;180;48;25;71;122;221;91;6;3;0;2;35;55;34;275;32;23;61;308;312;309;115;4;3;35;55;34;275;32;23;61;308;312;309;115;4;3;0
2;18;42;147;37;25;122;118;81;12;115;152;111;3;2;41;166;48;14;75;319;99;151;46;44;23;61;316;41;166;48;14;75;319;99;151;46;44;23;61;316;3
2;40;36;59;61;50;22;268;153;14;308;218;6;3;2;36;34;57;58;52;156;44;20;61;126;315;61;318;36;34;57;58;52;156;44;20;61;126;315;61;318;3
2;39;38;138;37;17;195;177;185;6;3;0;0;0;2;37;145;35;23;93;312;99;152;4;3;0;0;0;37;145;35;23;93;312;99;152;4;3;0;0;0;0
2;41;36;104;70;29;115;306;302;92;6;3;0;0;2;35;34;127;52;10;61;315;186;4;3;0;0;0;35;34;127;52;10;61;315;186;4;3;0;0;0;0
