context_token_position_0;context_token_position_1;context_token_position_2;context_token_position_3;context_token_position_4;input_token_position_0;input_token_position_1;input_token_position_2;input_token_position_3;target_token_position_0;target_token_position_1;target_token_position_2;target_token_position_3
2;9;11;20;3;2;9;11;20;9;11;20;3
2;9;11;21;3;2;9;11;21;9;11;21;3
2;9;11;22;3;2;9;11;22;9;11;22;3
2;9;11;23;3;2;9;11;23;9;11;23;3
2;9;11;24;3;2;9;11;24;9;11;24;3
2;9;11;25;3;2;9;11;25;9;11;25;3
2;9;11;26;3;2;9;11;26;9;11;26;3
2;9;11;27;3;2;9;11;27;9;11;27;3
2;9;11;28;3;2;9;11;28;9;11;28;3
2;9;11;29;3;2;9;11;29;9;11;29;3
2;9;12;4;3;2;9;12;4;9;12;4;3
2;9;12;5;3;2;9;12;5;9;12;5;3
2;9;12;6;3;2;9;12;6;9;12;6;3
2;9;12;7;3;2;9;12;7;9;12;7;3
2;9;12;8;3;2;9;12;8;9;12;8;3
2;9;12;9;3;2;9;12;9;9;12;9;3
2;9;12;10;3;2;9;12;10;9;12;10;3
2;9;12;11;3;2;9;12;11;9;12;11;3
2;9;12;12;3;2;9;12;12;9;12;12;3
2;9;12;13;3;2;9;12;13;9;12;13;3
2;9;12;14;3;2;9;12;14;9;12;14;3
2;9;12;15;3;2;9;12;15;9;12;15;3
2;9;12;16;3;2;9;12;16;9;12;16;3
2;9;12;17;3;2;9;12;17;9;12;17;3
2;9;12;18;3;2;9;12;18;9;12;18;3
2;9;12;19;3;2;9;12;19;9;12;19;3
2;9;12;20;3;2;9;12;20;9;12;20;3
2;9;12;21;3;2;9;12;21;9;12;21;3
2;9;12;22;3;2;9;12;22;9;12;22;3
2;9;12;23;3;2;9;12;23;9;12;23;3
2;9;12;24;3;2;9;12;24;9;12;24;3
2;9;12;25;3;2;9;12;25;9;12;25;3
2;9;12;26;3;2;9;12;26;9;12;26;3
2;9;12;27;3;2;9;12;27;9;12;27;3
2;9;12;28;3;2;9;12;28;9;12;28;3
2;9;12;29;3;2;9;12;29;9;12;29;3
2;9;13;4;3;2;9;13;4;9;13;4;3
2;9;13;5;3;2;9;13;5;9;13;5;3
2;9;13;6;3;2;9;13;6;9;13;6;3
2;9;13;7;3;2;9;13;7;9;13;7;3
2;9;13;8;3;2;9;13;8;9;13;8;3
2;9;13;9;3;2;9;13;9;9;13;9;3
2;9;13;10;3;2;9;13;10;9;13;10;3
2;9;13;11;3;2;9;13;11;9;13;11;3
2;9;13;12;3;2;9;13;12;9;13;12;3
2;9;13;13;3;2;9;13;13;9;13;13;3
2;9;13;14;3;2;9;13;14;9;13;14;3
2;9;13;15;3;2;9;13;15;9;13;15;3
2;9;13;16;3;2;9;13;16;9;13;16;3
2;9;13;17;3;2;9;13;17;9;13;17;3
2;9;13;18;3;2;9;13;18;9;13;18;3
2;9;13;19;3;2;9;13;19;9;13;19;3
2;9;13;20;3;2;9;13;20;9;13;20;3
2;9;13;21;3;2;9;13;21;9;13;21;3
2;9;13;22;3;2;9;13;22;9;13;22;3
2;9;13;23;3;2;9;13;23;9;13;23;3
2;9;13;24;3;2;9;13;24;9;13;24;3
2;9;13;25;3;2;9;13;25;9;13;25;3
2;9;13;26;3;2;9;13;26;9;13;26;3
2;9;13;27;3;2;9;13;27;9;13;27;3
2;9;13;28;3;2;9;13;28;9;13;28;3
2;9;13;29;3;2;9;13;29;9;13;29;3
2;9;14;4;3;2;9;14;4;9;14;4;3
2;9;14;5;3;2;9;14;5;9;14;5;3
2;9;14;6;3;2;9;14;6;9;14;6;3
2;9;14;7;3;2;9;14;7;9;14;7;3
2;9;14;8;3;2;9;14;8;9;14;8;3
2;9;14;9;3;2;9;14;9;9;14;9;3
2;9;14;10;3;2;9;14;10;9;14;10;3
2;9;14;11;3;2;9;14;11;9;14;11;3
2;9;14;12;3;2;9;14;12;9;14;12;3
2;9;14;13;3;2;9;14;13;9;14;13;3
2;9;14;14;3;2;9;14;14;9;14;14;3
2;9;14;15;3;2;9;14;15;9;14;15;3
2;9;14;16;3;2;9;14;16;9;14;16;3
2;9;14;17;3;2;9;14;17;9;14;17;3
2;9;14;18;3;2;9;14;18;9;14;18;3
2;9;14;19;3;2;9;14;19;9;14;19;3
2;9;14;20;3;2;9;14;20;9;14;20;3
2;9;14;21;3;2;9;14;21;9;14;21;3
2;9;14;22;3;2;9;14;22;9;14;22;3
2;9;14;23;3;2;9;14;23;9;14;23;3
2;9;14;24;3;2;9;14;24;9;14;24;3
2;9;14;25;3;2;9;14;25;9;14;25;3
2;9;14;26;3;2;9;14;26;9;14;26;3
2;9;14;27;3;2;9;14;27;9;14;27;3
2;9;14;28;3;2;9;14;28;9;14;28;3
2;9;14;29;3;2;9;14;29;9;14;29;3
2;9;15;4;3;2;9;15;4;9;15;4;3
2;9;15;5;3;2;9;15;5;9;15;5;3
2;9;15;6;3;2;9;15;6;9;15;6;3
2;9;15;7;3;2;9;15;7;9;15;7;3
2;9;15;8;3;2;9;15;8;9;15;8;3
2;9;15;9;3;2;9;15;9;9;15;9;3
2;9;15;10;3;2;9;15;10;9;15;10;3
2;9;15;11;3;2;9;15;11;9;15;11;3
2;9;15;12;3;2;9;15;12;9;15;12;3
2;9;15;13;3;2;9;15;13;9;15;13;3
2;9;15;14;3;2;9;15;14;9;15;14;3
2;9;15;15;3;2;9;15;15;9;15;15;3
2;9;15;16;3;2;9;15;16;9;15;16;3
2;9;15;17;3;2;9;15;17;9;15;17;3
2;9;15;18;3;2;9;15;18;9;15;18;3
2;9;15;19;3;2;9;15;19;9;15;19;3
2;9;15;20;3;2;9;15;20;9;15;20;3
2;9;15;21;3;2;9;15;21;9;15;21;3
2;9;15;22;3;2;9;15;22;9;15;22;3
2;9;15;23;3;2;9;15;23;9;15;23;3
2;9;15;24;3;2;9;15;24;9;15;24;3
2;9;15;25;3;2;9;15;25;9;15;25;3
2;9;15;26;3;2;9;15;26;9;15;26;3
2;9;15;27;3;2;9;15;27;9;15;27;3
2;9;15;28;3;2;9;15;28;9;15;28;3
2;9;15;29;3;2;9;15;29;9;15;29;3
2;9;16;4;3;2;9;16;4;9;16;4;3
2;9;16;5;3;2;9;16;5;9;16;5;3
2;9;16;6;3;2;9;16;6;9;16;6;3
2;9;16;7;3;2;9;16;7;9;16;7;3
2;9;16;8;3;2;9;16;8;9;16;8;3
2;9;16;9;3;2;9;16;9;9;16;9;3
2;9;16;10;3;2;9;16;10;9;16;10;3
2;9;16;11;3;2;9;16;11;9;16;11;3
2;9;16;12;3;2;9;16;12;9;16;12;3
2;9;16;13;3;2;9;16;13;9;16;13;3
2;9;16;14;3;2;9;16;14;9;16;14;3
2;9;16;15;3;2;9;16;15;9;16;15;3
2;9;16;16;3;2;9;16;16;9;16;16;3
2;9;16;17;3;2;9;16;17;9;16;17;3
2;9;16;18;3;2;9;16;18;9;16;18;3
2;9;16;19;3;2;9;16;19;9;16;19;3
2;9;16;20;3;2;9;16;20;9;16;20;3
2;9;16;21;3;2;9;16;21;9;16;21;3
2;9;16;22;3;2;9;16;22;9;16;22;3
2;9;16;23;3;2;9;16;23;9;16;23;3
2;9;16;24;3;2;9;16;24;9;16;24;3
2;9;16;25;3;2;9;16;25;9;16;25;3
2;9;16;26;3;2;9;16;26;9;16;26;3
2;9;16;27;3;2;9;16;27;9;16;27;3
2;9;16;28;3;2;9;16;28;9;16;28;3
2;9;16;29;3;2;9;16;29;9;16;29;3
2;9;17;4;3;2;9;17;4;9;17;4;3
2;9;17;5;3;2;9;17;5;9;17;5;3
2;9;17;6;3;2;9;17;6;9;17;6;3
2;9;17;7;3;2;9;17;7;9;17;7;3
2;9;17;8;3;2;9;17;8;9;17;8;3
2;9;17;9;3;2;9;17;9;9;17;9;3
2;9;17;10;3;2;9;17;10;9;17;10;3
2;9;17;11;3;2;9;17;11;9;17;11;3
2;9;17;12;3;2;9;17;12;9;17;12;3
2;9;17;13;3;2;9;17;13;9;17;13;3
2;9;17;14;3;2;9;17;14;9;17;14;3
2;9;17;15;3;2;9;17;15;9;17;15;3
2;9;17;16;3;2;9;17;16;9;17;16;3
2;9;17;17;3;2;9;17;17;9;17;17;3
2;9;17;18;3;2;9;17;18;9;17;18;3
2;9;17;19;3;2;9;17;19;9;17;19;3
2;9;17;20;3;2;9;17;20;9;17;20;3
2;9;17;21;3;2;9;17;21;9;17;21;3
2;9;17;22;3;2;9;17;22;9;17;22;3
2;9;17;23;3;2;9;17;23;9;17;23;3
2;9;17;24;3;2;9;17;24;9;17;24;3
2;9;17;25;3;2;9;17;25;9;17;25;3
2;9;17;26;3;2;9;17;26;9;17;26;3
2;9;17;27;3;2;9;17;27;9;17;27;3
2;9;17;28;3;2;9;17;28;9;17;28;3
2;9;17;29;3;2;9;17;29;9;17;29;3
2;9;18;4;3;2;9;18;4;9;18;4;3
2;9;18;5;3;2;9;18;5;9;18;5;3
2;9;18;6;3;2;9;18;6;9;18;6;3
2;9;18;7;3;2;9;18;7;9;18;7;3
2;9;18;8;3;2;9;18;8;9;18;8;3
2;9;18;9;3;2;9;18;9;9;18;9;3
2;9;18;10;3;2;9;18;10;9;18;10;3
2;9;18;11;3;2;9;18;11;9;18;11;3
2;9;18;12;3;2;9;18;12;9;18;12;3
2;9;18;13;3;2;9;18;13;9;18;13;3
2;9;18;14;3;2;9;18;14;9;18;14;3
2;9;18;15;3;2;9;18;15;9;18;15;3
2;9;18;16;3;2;9;18;16;9;18;16;3
2;9;18;17;3;2;9;18;17;9;18;17;3
2;9;18;18;3;2;9;18;18;9;18;18;3
2;9;18;19;3;2;9;18;19;9;18;19;3
2;9;18;20;3;2;9;18;20;9;18;20;3
2;9;18;21;3;2;9;18;21;9;18;21;3
2;9;18;22;3;2;9;18;22;9;18;22;3
2;9;18;23;3;2;9;18;23;9;18;23;3
2;9;18;24;3;2;9;18;24;9;18;24;3
2;9;18;25;3;2;9;18;25;9;18;25;3
2;9;18;26;3;2;9;18;26;9;18;26;3
2;9;18;27;3;2;9;18;27;9;18;27;3
2;9;18;28;3;2;9;18;28;9;18;28;3
2;9;18;29;3;2;9;18;29;9;18;29;3
2;9;19;4;3;2;9;19;4;9;19;4;3
2;9;19;5;3;2;9;19;5;9;19;5;3
2;9;19;6;3;2;9;19;6;9;19;6;3
2;9;19;7;3;2;9;19;7;9;19;7;3
2;9;19;8;3;2;9;19;8;9;19;8;3
2;9;19;9;3;2;9;19;9;9;19;9;3
2;9;19;10;3;2;9;19;10;9;19;10;3
2;9;19;11;3;2;9;19;11;9;19;11;3
2;9;19;12;3;2;9;19;12;9;19;12;3
2;9;19;13;3;2;9;19;13;9;19;13;3
2;9;19;14;3;2;9;19;14;9;19;14;3
2;9;19;15;3;2;9;19;15;9;19;15;3
2;9;19;16;3;2;9;19;16;9;19;16;3
2;9;19;17;3;2;9;19;17;9;19;17;3
2;9;19;18;3;2;9;19;18;9;19;18;3
2;9;19;19;3;2;9;19;19;9;19;19;3
2;9;19;20;3;2;9;19;20;9;19;20;3
2;9;19;21;3;2;9;19;21;9;19;21;3
2;9;19;22;3;2;9;19;22;9;19;22;3
2;9;19;23;3;2;9;19;23;9;19;23;3
2;9;19;24;3;2;9;19;24;9;19;24;3
2;9;19;25;3;2;9;19;25;9;19;25;3
2;9;19;26;3;2;9;19;26;9;19;26;3
2;9;19;27;3;2;9;19;27;9;19;27;3
2;9;19;28;3;2;9;19;28;9;19;28;3
2;9;19;29;3;2;9;19;29;9;19;29;3
2;9;20;4;3;2;9;20;4;9;20;4;3
2;9;20;5;3;2;9;20;5;9;20;5;3
2;9;20;6;3;2;9;20;6;9;20;6;3
2;9;20;7;3;2;9;20;7;9;20;7;3
2;9;20;8;3;2;9;20;8;9;20;8;3
2;9;20;9;3;2;9;20;9;9;20;9;3
2;9;20;10;3;2;9;20;10;9;20;10;3
2;9;20;11;3;2;9;20;11;9;20;11;3
2;9;20;12;3;2;9;20;12;9;20;12;3
2;9;20;13;3;2;9;20;13;9;20;13;3
2;9;20;14;3;2;9;20;14;9;20;14;3
2;9;20;15;3;2;9;20;15;9;20;15;3
2;9;20;16;3;2;9;20;16;9;20;16;3
2;9;20;17;3;2;9;20;17;9;20;17;3
2;9;20;18;3;2;9;20;18;9;20;18;3
2;9;20;19;3;2;9;20;19;9;20;19;3
2;9;20;20;3;2;9;20;20;9;20;20;3
2;9;20;21;3;2;9;20;21;9;20;21;3
2;9;20;22;3;2;9;20;22;9;20;22;3
2;9;20;23;3;2;9;20;23;9;20;23;3
2;9;20;24;3;2;9;20;24;9;20;24;3
2;9;20;25;3;2;9;20;25;9;20;25;3
2;9;20;26;3;2;9;20;26;9;20;26;3
2;9;20;27;3;2;9;20;27;9;20;27;3
2;9;20;28;3;2;9;20;28;9;20;28;3
2;9;20;29;3;2;9;20;29;9;20;29;3
2;9;21;4;3;2;9;21;4;9;21;4;3
2;9;21;5;3;2;9;21;5;9;21;5;3
2;9;21;6;3;2;9;21;6;9;21;6;3
2;9;21;7;3;2;9;21;7;9;21;7;3
2;9;21;8;3;2;9;21;8;9;21;8;3
2;9;21;9;3;2;9;21;9;9;21;9;3
2;9;21;10;3;2;9;21;10;9;21;10;3
2;9;21;11;3;2;9;21;11;9;21;11;3
2;9;21;12;3;2;9;21;12;9;21;12;3
2;9;21;13;3;2;9;21;13;9;21;13;3
2;9;21;14;3;2;9;21;14;9;21;14;3
2;9;21;15;3;2;9;21;15;9;21;15;3
2;9;21;16;3;2;9;21;16;9;21;16;3
2;9;21;17;3;2;9;21;17;9;21;17;3
2;9;21;18;3;2;9;21;18;9;21;18;3
2;9;21;19;3;2;9;21;19;9;21;19;3
2;9;21;20;3;2;9;21;20;9;21;20;3
2;9;21;21;3;2;9;21;21;9;21;21;3
2;9;21;22;3;2;9;21;22;9;21;22;3
2;9;21;23;3;2;9;21;23;9;21;23;3
2;9;21;24;3;2;9;21;24;9;21;24;3
2;9;21;25;3;2;9;21;25;9;21;25;3
2;9;21;26;3;2;9;21;26;9;21;26;3
2;9;21;27;3;2;9;21;27;9;21;27;3
2;9;21;28;3;2;9;21;28;9;21;28;3
2;9;21;29;3;2;9;21;29;9;21;29;3
2;9;22;4;3;2;9;22;4;9;22;4;3
2;9;22;5;3;2;9;22;5;9;22;5;3
2;9;22;6;3;2;9;22;6;9;22;6;3
2;9;22;7;3;2;9;22;7;9;22;7;3
2;9;22;8;3;2;9;22;8;9;22;8;3
2;9;22;9;3;2;9;22;9;9;22;9;3
2;9;22;10;3;2;9;22;10;9;22;10;3
2;9;22;11;3;2;9;22;11;9;22;11;3
2;9;22;12;3;2;9;22;12;9;22;12;3
2;9;22;13;3;2;9;22;13;9;22;13;3
2;9;22;14;3;2;9;22;14;9;22;14;3
2;9;22;15;3;2;9;22;15;9;22;15;3
2;9;22;16;3;2;9;22;16;9;22;16;3
2;9;22;17;3;2;9;22;17;9;22;17;3
2;9;22;18;3;2;9;22;18;9;22;18;3
2;9;22;19;3;2;9;22;19;9;22;19;3
2;9;22;20;3;2;9;22;20;9;22;20;3
2;9;22;21;3;2;9;22;21;9;22;21;3
2;9;22;22;3;2;9;22;22;9;22;22;3
2;9;22;23;3;2;9;22;23;9;22;23;3
2;9;22;24;3;2;9;22;24;9;22;24;3
2;9;22;25;3;2;9;22;25;9;22;25;3
2;9;22;26;3;2;9;22;26;9;22;26;3
2;9;22;27;3;2;9;22;27;9;22;27;3
2;9;22;28;3;2;9;22;28;9;22;28;3
2;9;22;29;3;2;9;22;29;9;22;29;3
2;9;23;4;3;2;9;23;4;9;23;4;3
2;9;23;5;3;2;9;23;5;9;23;5;3
2;9;23;6;3;2;9;23;6;9;23;6;3
2;9;23;7;3;2;9;23;7;9;23;7;3
2;9;23;8;3;2;9;23;8;9;23;8;3
2;9;23;9;3;2;9;23;9;9;23;9;3
2;9;23;10;3;2;9;23;10;9;23;10;3
2;9;23;11;3;2;9;23;11;9;23;11;3
2;9;23;12;3;2;9;23;12;9;23;12;3
2;9;23;13;3;2;9;23;13;9;23;13;3
2;9;23;14;3;2;9;23;14;9;23;14;3
2;9;23;15;3;2;9;23;15;9;23;15;3
2;9;23;16;3;2;9;23;16;9;23;16;3
2;9;23;17;3;2;9;23;17;9;23;17;3
2;9;23;18;3;2;9;23;18;9;23;18;3
2;9;23;19;3;2;9;23;19;9;23;19;3
2;9;23;20;3;2;9;23;20;9;23;20;3
2;9;23;21;3;2;9;23;21;9;23;21;3
2;9;23;22;3;2;9;23;22;9;23;22;3
2;9;23;23;3;2;9;23;23;9;23;23;3
2;9;23;24;3;2;9;23;24;9;23;24;3
2;9;23;25;3;2;9;23;25;9;23;25;3
2;9;23;26;3;2;9;23;26;9;23;26;3
2;9;23;27;3;2;9;23;27;9;23;27;3
2;9;23;28;3;2;9;23;28;9;23;28;3
2;9;23;29;3;2;9;23;29;9;23;29;3
2;9;24;4;3;2;9;24;4;9;24;4;3
2;9;24;5;3;2;9;24;5;9;24;5;3
2;9;24;6;3;2;9;24;6;9;24;6;3
2;9;24;7;3;2;9;24;7;9;24;7;3
2;9;24;8;3;2;9;24;8;9;24;8;3
2;9;24;9;3;2;9;24;9;9;24;9;3
2;9;24;10;3;2;9;24;10;9;24;10;3
2;9;24;11;3;2;9;24;11;9;24;11;3
2;9;24;12;3;2;9;24;12;9;24;12;3
2;9;24;13;3;2;9;24;13;9;24;13;3
2;9;24;14;3;2;9;24;14;9;24;14;3
2;9;24;15;3;2;9;24;15;9;24;15;3
2;9;24;16;3;2;9;24;16;9;24;16;3
2;9;24;17;3;2;9;24;17;9;24;17;3
2;9;24;18;3;2;9;24;18;9;24;18;3
2;9;24;19;3;2;9;24;19;9;24;19;3
2;9;24;20;3;2;9;24;20;9;24;20;3
2;9;24;21;3;2;9;24;21;9;24;21;3
2;9;24;22;3;2;9;24;22;9;24;22;3
2;9;24;23;3;2;9;24;23;9;24;23;3
2;9;24;24;3;2;9;24;24;9;24;24;3
2;9;24;25;3;2;9;24;25;9;24;25;3
2;9;24;26;3;2;9;24;26;9;24;26;3
2;9;24;27;3;2;9;24;27;9;24;27;3
2;9;24;28;3;2;9;24;28;9;24;28;3
2;9;24;29;3;2;9;24;29;9;24;29;3
2;9;25;4;3;2;9;25;4;9;25;4;3
2;9;25;5;3;2;9;25;5;9;25;5;3
2;9;25;6;3;2;9;25;6;9;25;6;3
2;9;25;7;3;2;9;25;7;9;25;7;3
2;9;25;8;3;2;9;25;8;9;25;8;3
2;9;25;9;3;2;9;25;9;9;25;9;3
2;9;25;10;3;2;9;25;10;9;25;10;3
2;9;25;11;3;2;9;25;11;9;25;11;3
2;9;25;12;3;2;9;25;12;9;25;12;3
2;9;25;13;3;2;9;25;13;9;25;13;3
2;9;25;14;3;2;9;25;14;9;25;14;3
2;9;25;15;3;2;9;25;15;9;25;15;3
2;9;25;16;3;2;9;25;16;9;25;16;3
2;9;25;17;3;2;9;25;17;9;25;17;3
2;9;25;18;3;2;9;25;18;9;25;18;3
2;9;25;19;3;2;9;25;19;9;25;19;3
2;9;25;20;3;2;9;25;20;9;25;20;3
2;9;25;21;3;2;9;25;21;9;25;21;3
2;9;25;22;3;2;9;25;22;9;25;22;3
2;9;25;23;3;2;9;25;23;9;25;23;3
2;9;25;24;3;2;9;25;24;9;25;24;3
2;9;25;25;3;2;9;25;25;9;25;25;3
2;9;25;26;3;2;9;25;26;9;25;26;3
2;9;25;27;3;2;9;25;27;9;25;27;3
2;9;25;28;3;2;9;25;28;9;25;28;3
2;9;25;29;3;2;9;25;29;9;25;29;3
2;9;26;4;3;2;9;26;4;9;26;4;3
2;9;26;5;3;2;9;26;5;9;26;5;3
2;9;26;6;3;2;9;26;6;9;26;6;3
2;9;26;7;3;2;9;26;7;9;26;7;3
2;9;26;8;3;2;9;26;8;9;26;8;3
2;9;26;9;3;2;9;26;9;9;26;9;3
2;9;26;10;3;2;9;26;10;9;26;10;3
2;9;26;11;3;2;9;26;11;9;26;11;3
2;9;26;12;3;2;9;26;12;9;26;12;3
2;9;26;13;3;2;9;26;13;9;26;13;3
2;9;26;14;3;2;9;26;14;9;26;14;3
2;9;26;15;3;2;9;26;15;9;26;15;3
2;9;26;16;3;2;9;26;16;9;26;16;3
2;9;26;17;3;2;9;26;17;9;26;17;3
2;9;26;18;3;2;9;26;18;9;26;18;3
2;9;26;19;3;2;9;26;19;9;26;19;3
2;9;26;20;3;2;9;26;20;9;26;20;3
2;9;26;21;3;2;9;26;21;9;26;21;3
2;9;26;22;3;2;9;26;22;9;26;22;3
2;9;26;23;3;2;9;26;23;9;26;23;3
2;9;26;24;3;2;9;26;24;9;26;24;3
2;9;26;25;3;2;9;26;25;9;26;25;3
2;9;26;26;3;2;9;26;26;9;26;26;3
2;9;26;27;3;2;9;26;27;9;26;27;3
2;9;26;28;3;2;9;26;28;9;26;28;3
2;9;26;29;3;2;9;26;29;9;26;29;3
2;9;27;4;3;2;9;27;4;9;27;4;3
2;9;27;5;3;2;9;27;5;9;27;5;3
2;9;27;6;3;2;9;27;6;9;27;6;3
2;9;27;7;3;2;9;27;7;9;27;7;3
2;9;27;8;3;2;9;27;8;9;27;8;3
2;9;27;9;3;2;9;27;9;9;27;9;3
2;9;27;10;3;2;9;27;10;9;27;10;3
2;9;27;11;3;2;9;27;11;9;27;11;3
2;9;27;12;3;2;9;27;12;9;27;12;3
2;9;27;13;3;2;9;27;13;9;27;13;3
2;9;27;14;3;2;9;27;14;9;27;14;3
2;9;27;15;3;2;9;27;15;9;27;15;3
2;9;27;16;3;2;9;27;16;9;27;16;3
2;9;27;17;3;2;9;27;17;9;27;17;3
2;9;27;18;3;2;9;27;18;9;27;18;3
2;9;27;19;3;2;9;27;19;9;27;19;3
2;9;27;20;3;2;9;27;20;9;27;20;3
2;9;27;21;3;2;9;27;21;9;27;21;3
2;9;27;22;3;2;9;27;22;9;27;22;3
2;9;27;23;3;2;9;27;23;9;27;23;3
2;9;27;24;3;2;9;27;24;9;27;24;3
2;9;27;25;3;2;9;27;25;9;27;25;3
2;9;27;26;3;2;9;27;26;9;27;26;3
2;9;27;27;3;2;9;27;27;9;27;27;3
2;9;27;28;3;2;9;27;28;9;27;28;3
2;9;27;29;3;2;9;27;29;9;27;29;3
2;9;28;4;3;2;9;28;4;9;28;4;3
2;9;28;5;3;2;9;28;5;9;28;5;3
2;9;28;6;3;2;9;28;6;9;28;6;3
2;9;28;7;3;2;9;28;7;9;28;7;3
2;9;28;8;3;2;9;28;8;9;28;8;3
2;9;28;9;3;2;9;28;9;9;28;9;3
2;9;28;10;3;2;9;28;10;9;28;10;3
2;9;28;11;3;2;9;28;11;9;28;11;3
2;9;28;12;3;2;9;28;12;9;28;12;3
2;9;28;13;3;2;9;28;13;9;28;13;3
2;9;28;14;3;2;9;28;14;9;28;14;3
2;9;28;15;3;2;9;28;15;9;28;15;3
2;9;28;16;3;2;9;28;16;9;28;16;3
2;9;28;17;3;2;9;28;17;9;28;17;3
2;9;28;18;3;2;9;28;18;9;28;18;3
2;9;28;19;3;2;9;28;19;9;28;19;3
2;9;28;20;3;2;9;28;20;9;28;20;3
2;9;28;21;3;2;9;28;21;9;28;21;3
2;9;28;22;3;2;9;28;22;9;28;22;3
2;9;28;23;3;2;9;28;23;9;28;23;3
2;9;28;24;3;2;9;28;24;9;28;24;3
2;9;28;25;3;2;9;28;25;9;28;25;3
2;9;28;26;3;2;9;28;26;9;28;26;3
2;9;28;27;3;2;9;28;27;9;28;27;3
2;9;28;28;3;2;9;28;28;9;28;28;3
2;9;28;29;3;2;9;28;29;9;28;29;3
2;9;29;4;3;2;9;29;4;9;29;4;3
2;9;29;5;3;2;9;29;5;9;29;5;3
2;9;29;6;3;2;9;29;6;9;29;6;3
2;9;29;7;3;2;9;29;7;9;29;7;3
2;9;29;8;3;2;9;29;8;9;29;8;3
2;9;29;9;3;2;9;29;9;9;29;9;3
2;9;29;10;3;2;9;29;10;9;29;10;3
2;9;29;11;3;2;9;29;11;9;29;11;3
2;9;29;12;3;2;9;29;12;9;29;12;3
2;9;29;13;3;2;9;29;13;9;29;13;3
2;9;29;14;3;2;9;29;14;9;29;14;3
2;9;29;15;3;2;9;29;15;9;29;15;3
2;9;29;16;3;2;9;29;16;9;29;16;3
2;9;29;17;3;2;9;29;17;9;29;17;3
2;9;29;18;3;2;9;29;18;9;29;18;3
2;9;29;19;3;2;9;29;19;9;29;19;3
2;9;29;20;3;2;9;29;20;9;29;20;3
2;9;29;21;3;2;9;29;21;9;29;21;3
2;9;29;22;3;2;9;29;22;9;29;22;3
2;9;29;23;3;2;9;29;23;9;29;23;3
2;9;29;24;3;2;9;29;24;9;29;24;3
2;9;29;25;3;2;9;29;25;9;29;25;3
2;9;29;26;3;2;9;29;26;9;29;26;3
2;9;29;27;3;2;9;29;27;9;29;27;3
2;9;29;28;3;2;9;29;28;9;29;28;3
2;9;29;29;3;2;9;29;29;9;29;29;3
2;10;4;4;3;2;10;4;4;10;4;4;3
2;10;4;5;3;2;10;4;5;10;4;5;3
2;10;4;6;3;2;10;4;6;10;4;6;3
2;10;4;7;3;2;10;4;7;10;4;7;3
2;10;4;8;3;2;10;4;8;10;4;8;3
2;10;4;9;3;2;10;4;9;10;4;9;3
2;10;4;10;3;2;10;4;10;10;4;10;3
2;10;4;11;3;2;10;4;11;10;4;11;3
2;10;4;12;3;2;10;4;12;10;4;12;3
2;10;4;13;3;2;10;4;13;10;4;13;3
2;10;4;14;3;2;10;4;14;10;4;14;3
2;10;4;15;3;2;10;4;15;10;4;15;3
2;10;4;16;3;2;10;4;16;10;4;16;3
2;10;4;17;3;2;10;4;17;10;4;17;3
2;10;4;18;3;2;10;4;18;10;4;18;3
2;10;4;19;3;2;10;4;19;10;4;19;3
2;10;4;20;3;2;10;4;20;10;4;20;3
2;10;4;21;3;2;10;4;21;10;4;21;3
2;10;4;22;3;2;10;4;22;10;4;22;3
2;10;4;23;3;2;10;4;23;10;4;23;3
2;10;4;24;3;2;10;4;24;10;4;24;3
2;10;4;25;3;2;10;4;25;10;4;25;3
2;10;4;26;3;2;10;4;26;10;4;26;3
2;10;4;27;3;2;10;4;27;10;4;27;3
2;10;4;28;3;2;10;4;28;10;4;28;3
2;10;4;29;3;2;10;4;29;10;4;29;3
2;10;5;4;3;2;10;5;4;10;5;4;3
2;10;5;5;3;2;10;5;5;10;5;5;3
2;10;5;6;3;2;10;5;6;10;5;6;3
2;10;5;7;3;2;10;5;7;10;5;7;3
2;10;5;8;3;2;10;5;8;10;5;8;3
2;10;5;9;3;2;10;5;9;10;5;9;3
2;10;5;10;3;2;10;5;10;10;5;10;3
2;10;5;11;3;2;10;5;11;10;5;11;3
2;10;5;12;3;2;10;5;12;10;5;12;3
2;10;5;13;3;2;10;5;13;10;5;13;3
2;10;5;14;3;2;10;5;14;10;5;14;3
2;10;5;15;3;2;10;5;15;10;5;15;3
2;10;5;16;3;2;10;5;16;10;5;16;3
2;10;5;17;3;2;10;5;17;10;5;17;3
2;10;5;18;3;2;10;5;18;10;5;18;3
2;10;5;19;3;2;10;5;19;10;5;19;3
2;10;5;20;3;2;10;5;20;10;5;20;3
2;10;5;21;3;2;10;5;21;10;5;21;3
2;10;5;22;3;2;10;5;22;10;5;22;3
2;10;5;23;3;2;10;5;23;10;5;23;3
2;10;5;24;3;2;10;5;24;10;5;24;3
2;10;5;25;3;2;10;5;25;10;5;25;3
2;10;5;26;3;2;10;5;26;10;5;26;3
2;10;5;27;3;2;10;5;27;10;5;27;3
2;10;5;28;3;2;10;5;28;10;5;28;3
2;10;5;29;3;2;10;5;29;10;5;29;3
2;10;6;4;3;2;10;6;4;10;6;4;3
2;10;6;5;3;2;10;6;5;10;6;5;3
2;10;6;6;3;2;10;6;6;10;6;6;3
2;10;6;7;3;2;10;6;7;10;6;7;3
