Cargo_Total;SalidaHornoCucharaTemp;TiempoOnTotal;TiempoOffTotal;OxigenoMecheros;GasMecheros;GrafitoTotal;OxigenCojetTotal;PotenciaActiva
155.306;1621.3;4576;5712;28;0;834;2194;78885
130.063;1591.3;3023;367;133;58;242;2400;52125
138.494;1596.5;2661;178;119;52;213;2272;51075
138.494;1596.5;2661;178;119;52;213;2272;51075
138.512;1590.0;2441;580;108;46;182;2115;50790
138.094;1594.5;2436;519;9;0;108;2483;49005
155.9;1607.6;3572;674;14;0;165;2780;64680
137.907;1582.2;2624;314;11;0;275;2595;56040
149.671;1584.1;2751;71;11;0;338;2362;57540
138.191;1578.8;2663;71;16;0;257;2316;52545
138.302;1582.3;2436;612;13;0;172;2122;49050
138.645;1582.2;2447;68;18;0;179;2385;49095
132.565;1582.7;2244;201;20;0;183;1984;47370
138.494;1585.0;2447;74;23;0;193;2164;50580
133.433;1579.5;2253;192;18;0;98;2112;47610
133.868;1584.9;2289;217;10;0;210;1961;47565
150.774;1584.5;2467;209;9;0;225;2488;53550
137.503;1577.0;2419;620;11;0;150;2258;49050
137.965;1577.7;2376;271;9;0;94;2144;49110
133.878;1576.6;2177;71;7;0;87;1913;47550
137.714;1570.9;2272;187;8;0;108;2091;49065
150.731;1574.8;2464;136;9;0;112;2496;53550
132.808;1575.0;2301;234;8;0;153;2224;49065
133.492;1581.0;2213;136;8;0;76;2344;47040
133.593;1576.0;2160;381;8;0;92;2345;47055
132.916;1579.4;2166;266;7;0;115;2283;47055
132.679;1578.5;2196;234;8;0;113;2365;47085
132.529;1574.9;2281;114;7;0;194;2501;47040
133.702;1577.9;2267;648;9;0;141;2402;47040
132.782;1578.9;2337;116;7;0;88;2508;47055
132.622;1577.6;2281;1880;13;0;108;2481;47055
133.126;1571.7;2199;71;7;0;85;2435;46500
150.848;1576.5;2573;299;9;0;140;3113;52425
136.643;1575.6;2258;128;8;0;65;2722;48210
136.86;1582.5;2275;268;9;0;98;2734;48225
133.834;1583.4;2272;423;18;0;88;2700;47010
149.616;1576.1;2438;231;21;0;259;3088;52005
137.484;1579.7;2365;662;26;0;134;2826;48060
138.626;1571.2;2264;128;14;0;125;2595;48075
138.341;1577.7;2368;589;29;0;120;2687;47595
149.81;1573.0;2351;390;14;0;197;2875;51540
138.411;1580.1;2166;136;12;0;101;2455;47550
137.725;1575.2;2388;322;10;0;141;2627;47565
138.468;1580.5;2303;237;8;0;171;2541;47580
138.239;1567.6;2270;192;7;0;163;2708;47535
138.465;1567.5;2275;111;8;0;166;2770;47625
138.903;1568.8;2292;65;7;0;62;2773;47565
135.286;1573.7;2256;71;7;0;129;2703;46545
135.146;1590.6;2244;125;98;30;105;2724;46560
158.58;1600.9;2346;6623;115;31;497;3957;48060
138.005;1592.2;2337;2896;111;32;113;2912;47145
150.077;1570.1;2458;80;104;32;152;2513;51855
137.961;1583.9;2458;152;44;12;91;2599;47535
136.594;1591.5;2528;1031;10;0;105;3583;50085
143.284;1587.0;2365;628;9;0;152;2908;49620
87.003;1568.2;1665;772;26;0;284;1856;35460
154.819;1625.5;3541;977;12;0;281;2828;62970
138.26;1599.2;2711;161;9;0;396;2796;54015
138.26;1599.2;2711;161;9;0;396;2796;54015
138.26;1599.2;2711;161;9;0;396;2796;54015
149.661;1622.4;2700;713;27;0;320;3269;53595
138.304;1596.5;2658;68;34;0;272;2462;51045
159.451;1638.1;4363;54509;219;61;1851;4625;72735
150.85;1565.1;2919;8396;177;42;819;3631;56535
138.177;1588.9;2571;217;9;0;293;2505;53115
137.911;1576.9;2486;195;10;0;174;2325;51135
138.219;1577.8;2464;142;10;0;202;2327;51030
138.819;1581.0;2382;74;8;0;193;2494;49065
138.682;1564.2;2340;71;8;0;163;2414;49050
137.374;1563.6;2346;83;8;0;102;2145;49035
138.142;1592.7;2469;873;14;0;159;2221;49050
130.201;1585.7;2500;69;95;40;77;2161;49035
131.89;1595.1;2447;327;85;38;128;2149;49050
138.986;1605.4;2379;156;62;25;112;2713;49035
138.806;1590.1;2430;758;84;27;100;2891;49035
138.24;1593.7;2486;102;96;34;159;2338;50535
138.24;1593.7;2486;102;96;34;159;2338;50535
137.532;1587.5;2447;80;104;39;168;2240;49065
138.163;1579.1;2500;175;106;39;190;2257;49080
137.708;1576.1;2458;386;103;39;185;2224;49050
150.557;1578.5;2686;71;105;40;120;2620;53355
138.026;1582.6;2483;74;102;39;127;2265;49545
138.977;1572.0;2531;195;96;40;205;2272;49515
150.521;1576.9;2739;414;101;40;167;2625;53580
131.233;1578.2;2469;88;98;38;136;2277;49575
139.181;1572.5;2467;105;92;38;186;2286;49560
138.82;1565.7;2526;179;99;39;236;2306;49545
138.84;1568.1;2413;72;80;37;163;2225;49575
149.691;1562.5;2672;119;84;38;340;2699;53895
137.909;1567.0;2419;62;79;37;197;2283;49530
138.462;1568.1;2388;68;80;37;194;2195;49500
138.689;1569.7;2416;65;82;38;212;2213;49560
138.449;1568.4;2399;80;37;14;185;2180;49530
139.127;1570.0;2481;133;11;0;183;2242;49560
138.461;1596.1;2452;355;13;0;142;2630;49125
137.457;1624.3;2481;164;20;0;138;2352;49545
138.465;1582.7;2312;74;9;0;152;2365;48075
138.841;1579.6;2298;184;16;0;196;2459;48045
138.136;1579.2;2267;77;9;0;123;2339;48150
138.136;1579.2;2267;77;9;0;123;2339;48150
138.248;1606.6;2315;80;11;0;173;2053;48060
138.326;1574.8;2337;1525;16;0;148;2059;48075
138.896;1574.9;2312;814;16;0;192;2040;48120
150.396;1569.8;2542;71;9;0;274;2484;52830
138.355;1579.2;2292;209;10;0;125;2006;48060
138.875;1569.6;2286;200;17;0;87;2065;48075
138.447;1568.6;2410;88;15;0;251;2225;48270
138.581;1575.5;2396;68;86;36;234;2236;50055
138.941;1572.2;2416;133;87;37;59;2320;48555
130.444;1588.2;2326;130;87;36;173;2258;48555
138.968;1573.9;2374;71;88;37;166;2171;48570
130.989;1575.0;2385;541;92;37;125;2186;49050
137.64;1571.8;2306;71;80;36;131;2115;49110
137.504;1577.6;2441;989;92;37;143;2226;49380
137.322;1579.0;2360;446;99;37;145;2158;48975
137.526;1574.6;2326;313;98;36;146;2157;49080
130.959;1570.5;2405;847;93;38;160;2145;49050
138.53;1574.3;2376;902;105;37;132;2133;49080
138.372;1572.7;2374;229;82;37;110;2152;49080
131.662;1572.1;2368;212;83;37;163;2158;49155
138.377;1573.7;2402;440;81;37;185;2338;49080
138.078;1573.2;2419;125;9;0;198;2299;49605
138.612;1577.4;2334;88;9;0;221;2216;49530
138.371;1568.5;2444;68;9;0;225;2319;49530
138.457;1569.1;2377;68;9;0;167;2268;49575
138.915;1580.3;2512;136;10;0;249;2705;50565
138.676;1570.3;2469;372;13;0;155;2634;49560
138.418;1572.2;2410;71;11;0;199;2496;49560
129.969;1571.6;2416;68;11;0;158;2553;49560
138.589;1575.1;2343;71;24;0;96;2442;49560
138.241;1598.3;2303;71;35;0;185;2460;49560
138.323;1618.1;2407;983;35;0;213;2550;49545
138.476;1595.6;2500;74;28;0;227;2580;49560
139.169;1580.6;2379;85;31;0;191;2464;49020
138.895;1595.8;2469;1200;45;0;169;2551;49095
138.892;1590.0;2441;184;11;0;258;2732;50625
138.977;1592.4;2571;68;17;0;226;2918;49575
138.48;1589.1;2343;212;18;0;208;2759;49590
138.076;1591.0;2379;460;14;0;172;2766;49560
107.923;1589.8;2430;145;15;0;234;2882;50580
139.904;1576.0;2422;1148;19;0;214;2911;49575
139.904;1576.0;2422;1148;19;0;214;2911;49575
138.702;1576.7;2346;333;18;0;166;2888;49050
138.468;1571.8;2413;246;15;0;205;2974;49035
138.78;1580.6;2323;74;12;0;171;2837;49020
138.08;1568.8;2379;153;11;0;219;2934;49065
89.844;1563.3;1797;114;0;0;248;2239;35205
155.227;1616.0;3834;1188;19;0;498;2355;72570
90.181;1566.0;1777;171;8;0;166;2244;36030
131.05;1597.6;2348;519;11;0;187;2240;46560
130.75;1576.5;2393;71;8;0;103;2291;49065
130.75;1576.5;2393;71;8;0;103;2291;49065
130.75;1576.5;2393;71;8;0;103;2291;49065
138.418;1570.8;2385;133;8;0;207;2322;49035
137.705;1587.9;2469;229;15;0;138;2242;49065
137.705;1587.9;2469;229;15;0;138;2242;49065
137.97;1578.7;2422;94;10;0;133;2222;49050
137.845;1573.0;2464;102;8;0;175;2143;49050
138.464;1584.8;2500;119;8;0;175;2235;50550
137.791;1587.0;2424;971;15;0;155;2220;49005
137.567;1586.3;2618;367;16;0;262;2494;51570
115.742;1582.2;2430;1476;23;0;301;2199;47805
115.742;1582.2;2430;1476;23;0;301;2199;47805
138.909;1593.4;2697;499;45;0;814;3018;52920
138.093;1598.3;2914;432;74;5;389;2600;52665
137.288;1593.5;2596;272;44;6;205;2567;52545
138.447;1596.6;2433;319;12;0;165;2271;49065
138.326;1587.7;2542;502;21;0;120;2470;49035
138.766;1574.1;2351;803;10;0;186;2371;48585
137.886;1575.7;2371;192;12;0;227;2511;48705
137.904;1576.2;2422;186;20;0;133;2234;48555
138.425;1582.2;2483;74;24;0;220;2256;48990
149.756;1589.8;2545;263;29;0;251;2601;53340
133.757;1586.6;2315;68;16;0;104;2257;49035
138.381;1585.7;2602;541;21;0;185;2247;49080
139.832;1588.7;2450;1033;53;0;154;2296;49005
138.025;1582.4;2438;186;27;0;168;2234;49050
139.441;1581.7;2447;714;18;0;0;3097;49050
138.518;1596.5;2635;71;11;0;117;2313;49095
139.108;1595.1;2441;68;14;0;133;2313;49080
138.691;1570.6;2368;74;10;0;200;2240;49515
138.623;1567.1;2410;136;14;0;227;2382;49515
138.605;1571.3;2427;77;29;6;221;2537;49560
138.737;1572.1;2416;74;18;0;216;2499;49560
157.145;1613.3;3080;285;16;0;415;2744;64590
138.288;1587.2;2686;178;15;0;183;2611;54555
138.746;1590.8;2506;189;18;0;103;2368;53100
138.981;1582.7;2312;60;28;0;335;2084;49425
137.514;1589.9;2410;2097;45;0;185;2431;49020
149.578;1582.0;2489;71;18;0;223;2736;53355
138.65;1572.8;2337;86;19;0;180;2164;49035
138.856;1569.3;2326;88;13;0;128;2076;49065
137.878;1569.5;2329;274;12;0;187;2160;49110
138.938;1573.0;2286;156;16;0;154;2316;49080
138.542;1570.8;2329;68;34;0;230;2201;48555
138.406;1575.5;2329;308;33;0;144;2138;48555
138.452;1585.6;2284;190;0;27;85;2098;48540
138.876;1593.9;2227;65;16;0;65;2349;48570
138.544;1586.0;2379;139;10;0;149;2505;48570
138.524;1594.6;2275;653;10;0;197;2791;48540
138.145;1593.3;2351;71;8;0;129;2651;48045
139.624;1591.1;2244;102;10;0;203;2680;48045
150.685;1583.1;2438;85;9;0;163;2881;51930
137.628;1579.3;2295;1889;21;0;114;2653;48030
138.764;1584.6;2337;752;26;0;143;2766;47565
138.028;1584.4;2143;1115;49;0;127;2636;47805
138.142;1578.5;2180;563;48;0;168;2622;47565
137.833;1583.3;2199;1134;58;0;125;2650;47580
137.728;1581.5;2182;127;46;0;173;2833;47535
138.738;1590.0;2241;150;40;0;134;2749;47565
138.783;1591.0;2430;71;31;0;157;2805;47535
137.465;1583.7;2233;749;54;0;166;2686;47550
150.683;1579.6;2450;62;31;0;196;3085;52065
139.024;1570.8;2219;65;19;0;205;2763;47565
138.358;1584.6;2306;262;21;0;201;2811;47550
138.796;1587.5;2278;133;15;0;162;2890;47535
138.493;1599.9;2337;859;16;0;173;3181;47550
138.341;1650.1;2250;574;18;0;201;2814;47580
138.659;1586.8;2407;339;28;0;176;2922;49050
158.707;1588.9;1465;15273;19;0;648;1308;68490
67.202;1589.9;0;607;0;0;0;0;25545
116.849;1596.0;1850;162;12;0;338;2527;40875
150.7;1578.8;2618;316;31;0;234;3130;52050
132.404;1571.4;2444;403;30;0;347;3154;53100
136.019;1576.1;2151;223;41;0;122;1897;47580
136.399;1588.1;2301;1196;69;0;146;1969;47820
150.667;1613.1;2475;100;55;0;242;2383;53040
138.608;1590.9;2368;74;38;0;198;2163;49095
128.203;1584.9;2320;615;84;0;236;2076;48585
138.874;1579.3;2298;133;48;0;180;2120;50055
138.044;1574.9;2303;224;27;0;187;2035;49530
138.281;1580.2;2309;223;32;0;228;2090;49560
138.62;1573.4;2284;133;39;0;168;2120;49545
138.782;1574.1;2295;544;10;0;175;2426;49575
138.031;1573.9;2312;789;16;0;164;2306;49560
138.335;1576.5;2343;192;71;32;161;2730;50130
138.912;1564.6;2452;358;76;33;71;2655;50055
138.696;1573.3;2312;628;0;33;137;2400;50085
138.249;1571.5;2320;338;14;0;217;2405;50055
138.2;1569.7;2278;65;10;0;193;2419;50085
137.919;1573.5;2354;113;9;0;272;2500;50085
138.515;1582.0;2371;80;8;0;115;2431;50070
137.249;1577.9;2216;406;9;0;202;2338;50085
139.177;1570.8;2346;401;13;0;239;2842;50565
137.784;1569.3;2284;68;10;0;159;2732;50565
137.111;1578.1;2270;285;19;0;185;2719;50565
136.991;1573.8;2371;510;41;0;167;2678;50550
138.883;1574.3;2239;457;57;0;123;2626;50025
131.612;1582.2;2095;342;68;0;100;2425;47190
135.26;1583.2;2199;108;51;0;116;2585;49065
135.726;1583.1;2295;426;85;0;181;2624;49095
138.836;1583.6;2241;74;55;0;178;2629;49065
138.363;1584.5;2208;130;35;0;188;2732;49065
138.574;1584.2;2272;201;37;0;177;2985;49140
137.897;1589.3;2230;192;50;0;183;2761;48600
137.261;1596.2;2289;83;34;0;152;2776;48600
96.522;1585.5;1783;700;22;0;381;2381;37170
153.725;1580.2;2824;440;15;0;301;3119;55005
138.366;1588.7;2278;199;19;0;161;2974;48585
138.835;1594.0;2286;732;13;0;160;2808;48045
138.295;1593.7;2365;133;8;0;126;3026;48060
138.73;1589.2;2270;116;18;0;135;2819;48060
138.057;1590.6;2287;74;23;0;128;2761;48075
100.687;1578.5;1910;58;8;0;197;2415;40080
138.085;1574.9;2438;80;23;0;196;2297;48585
137.698;1582.8;2306;167;21;0;167;2166;48555
130.172;1585.8;2289;221;71;24;157;2142;48570
138.495;1586.4;2430;77;69;26;113;2180;48540
138.647;1592.8;2303;88;10;0;191;2402;48555
138.497;1588.9;2281;192;12;0;104;2339;48585
155.896;1621.6;3620;413;28;0;512;2023;71550
138.6;1589.5;2990;71;23;0;434;2664;58050
138.295;1594.2;2599;85;20;0;298;2521;54705
138.047;1584.1;2627;147;46;0;347;2570;55575
138.305;1593.6;2371;74;33;0;119;2485;49095
137.888;1584.4;2405;299;19;0;149;2448;49065
128.469;1580.0;2396;207;70;26;87;2432;49065
138.378;1579.4;2551;80;75;32;100;2387;49050
138.521;1578.5;2340;133;78;33;120;2440;49335
138.243;1578.3;2388;1129;76;32;142;2301;49095
138.832;1576.1;2241;755;74;30;124;2287;49035
130.71;1598.6;2253;68;71;31;126;2387;49035
138.809;1588.4;2365;141;75;34;87;2446;49110
131.72;1575.7;2250;82;62;30;105;2324;49035
131.72;1575.7;2250;82;62;30;105;2324;49035
131.72;1575.7;2250;82;62;30;105;2324;49035
150.76;1576.9;2396;254;67;31;87;2661;53535
138.24;1573.2;2177;181;69;30;96;2198;49185
137.393;1575.0;2264;65;35;12;81;2314;49065
137.877;1568.6;2320;68;28;0;120;2275;49035
138.107;1571.9;2303;142;27;0;114;2346;49050
138.27;1569.0;2233;68;30;0;93;2360;49125
130.365;1581.1;2303;74;33;0;102;2411;49065
132.958;1574.3;2281;74;47;0;141;2299;47610
133.254;1580.4;2267;71;43;0;92;2309;47565
138.075;1572.7;2301;77;55;0;140;2385;49050
137.975;1575.9;2267;41;46;0;148;2349;49155
138.66;1581.1;2281;71;79;21;105;2385;49050
137.213;1570.4;2315;130;52;0;72;2543;49065
138.511;1580.7;2320;136;45;0;160;2817;49050
138.477;1573.4;2256;71;32;0;106;2611;48720
139.98;1589.8;2534;71;42;0;129;2800;50055
132.799;1580.5;2295;71;27;0;92;2604;48570
138.746;1578.3;2374;74;32;0;90;2504;48555
139.257;1573.2;2261;209;14;0;107;2643;48555
138.673;1575.1;2264;358;14;0;50;2603;48540
149.864;1576.4;2371;71;26;0;186;2894;52725
138.069;1580.8;2278;178;14;0;140;2599;48030
138.742;1577.2;2309;1449;14;0;77;2588;48030
137.541;1577.3;2225;184;31;0;108;2793;47070
137.901;1581.6;2160;147;35;0;131;2493;46890
137.564;1588.7;2199;131;51;0;181;2516;46650
137.564;1588.7;2199;131;51;0;181;2516;46650
150.371;1580.8;2393;141;61;0;165;3040;50535
137.97;1588.6;2264;412;46;0;119;2565;46590
138.712;1579.8;2256;77;39;0;83;2635;46665
137.969;1572.1;2436;761;75;0;307;3194;51060
136.99;1573.8;2326;189;40;0;115;2942;46560
138.951;1576.1;2227;364;40;0;130;2844;46575
137.624;1585.6;2194;386;32;0;112;2544;46545
138.945;1585.6;2213;124;18;0;117;2507;46575
137.866;1582.6;2275;133;36;0;123;2804;46545
148.328;1585.8;2332;130;32;0;77;2992;49545
139.838;1574.9;2281;71;19;0;63;2621;46560
138.755;1576.1;2357;246;11;0;114;2493;48060
139.923;1573.2;2157;474;11;0;80;2481;48105
137.382;1580.2;2143;184;11;0;106;2403;47565
139.689;1569.9;2261;460;15;0;116;2736;47535
137.16;1582.3;2236;488;18;0;112;2656;47085
137.188;1606.3;2104;158;21;0;189;2459;45990
133.682;1587.6;2180;800;18;0;115;2533;45555
139.716;1578.8;2239;570;18;0;87;2750;46545
138.36;1581.9;2194;575;27;0;120;2765;46590
138.897;1584.6;2225;158;21;0;97;2579;46515
138.138;1585.0;2135;310;40;0;58;2428;46545
90.938;1581.8;1502;401;20;0;187;1854;32595
155.0;1618.4;0;272;59;0;311;2248;71025
138.475;1590.9;0;86;28;0;248;2489;54045
134.101;1586.7;0;262;28;0;205;2150;49590
138.197;1586.7;0;460;37;0;218;2253;51075
138.85;1577.1;0;144;29;0;99;2302;49080
150.209;1583.7;0;341;25;0;203;2745;53550
138.189;1571.1;0;82;13;0;161;2145;49110
132.943;1577.4;0;85;68;33;99;2201;49065
138.733;1581.4;0;91;27;0;144;2380;49035
138.414;1581.4;0;673;43;0;76;2449;49065
138.576;1585.1;0;63;78;32;131;2439;49080
130.348;1584.7;2261;91;75;32;168;2390;48480
138.297;1584.7;2385;134;84;33;193;2505;49050
132.386;1587.1;2270;125;82;26;160;2830;49035
134.522;1585.4;2365;80;73;30;136;2692;49035
138.193;1583.6;2447;71;70;29;218;2898;49125
130.187;1582.2;2483;116;64;27;179;2598;49035
130.288;1583.9;2236;68;67;28;123;2564;49050
133.704;1581.2;2385;111;73;28;180;2660;49020
135.151;1577.6;2534;330;73;30;137;2790;49020
135.444;1577.0;2455;83;74;29;121;2694;49020
135.226;1577.3;2196;158;69;26;111;2585;49080
136.819;1578.7;2241;786;72;27;154;2573;49035
150.078;1569.4;2531;268;69;29;259;3112;53595
138.228;1576.8;2444;530;50;26;150;2645;49035
137.764;1571.3;2360;71;36;13;137;2775;49065
138.654;1567.5;2360;68;34;0;125;2710;49050
137.464;1565.8;2368;355;37;0;145;2730;49050
138.187;1563.5;2343;299;39;0;94;2779;49050
138.173;1577.5;2227;77;29;0;153;2619;49080
138.743;1571.5;2354;176;34;0;139;2707;49050
138.924;1579.4;2315;74;26;0;149;2696;49080
150.003;1597.0;2528;175;44;0;150;3039;53550
138.766;1588.8;2613;2381;50;0;273;3349;52530
138.769;1589.0;2242;141;30;0;107;2988;49035
138.227;1586.3;2396;96;41;0;95;2835;49080
138.155;1587.5;2534;91;34;0;122;2900;49065
138.928;1588.5;2376;150;38;0;128;2868;49050
138.906;1581.1;2253;209;31;0;133;2787;49050
138.763;1575.2;2323;71;29;0;138;2769;49020
138.322;1569.2;2250;248;28;0;114;2790;49020
138.743;1575.4;2208;437;33;0;105;2742;49080
138.096;1575.1;2284;345;32;0;119;2744;49035
139.065;1569.6;2225;389;32;0;130;2825;49080
150.006;1575.1;2388;71;36;0;197;3106;53355
138.873;1572.9;2236;65;32;0;139;2804;49050
138.172;1574.6;2239;65;34;0;98;2741;49080
138.405;1592.1;2306;608;39;0;103;2847;49065
138.177;1619.8;2253;215;28;0;168;2795;49080
138.732;1592.6;2317;71;17;0;156;2877;49050
138.87;1590.4;2396;1422;38;0;147;2939;49080
138.584;1587.8;2436;175;26;0;296;2971;49050
131.415;1595.7;2132;65;29;0;158;2501;45180
137.702;1587.7;2452;68;49;0;133;2956;49035
130.504;1580.4;2405;71;56;0;124;2982;49005
137.925;1577.5;2227;85;28;0;118;2706;49050
137.681;1585.0;2196;749;34;0;126;2653;49065
150.503;1579.4;2506;94;35;0;250;3035;53310
138.156;1580.6;2326;82;32;0;119;2751;49035
137.872;1577.2;2334;71;34;0;118;2729;49035
138.647;1584.1;2306;696;27;0;110;2771;49065
138.522;1586.7;2239;71;25;0;107;2775;49035
138.361;1580.7;2450;144;32;0;179;2868;49035
138.619;1577.9;2303;235;23;0;119;2812;49035
133.745;1574.7;2303;91;26;0;160;2842;49065
130.7;1574.9;2323;88;30;0;278;2859;49155
130.7;1574.9;2323;88;30;0;278;2859;49155
138.892;1573.5;2287;468;34;0;140;2798;49095
138.649;1577.9;2323;136;20;0;129;2706;49065
139.218;1585.4;2256;192;14;0;125;2800;49110
138.932;1577.8;2225;71;11;0;146;2732;49050
139.566;1580.9;2301;83;18;0;120;2731;49110
139.968;1590.4;2452;224;17;0;259;3104;53565
139.968;1590.4;2452;224;17;0;259;3104;53565
138.0;1586.1;2413;77;25;0;119;2979;49080
137.991;1582.9;2267;68;21;0;112;2790;49035
138.395;1574.7;2348;3737;70;0;124;2745;49050
138.216;1591.4;2289;344;28;0;96;2771;49035
138.216;1591.4;2289;344;28;0;96;2771;49035
138.279;1592.8;2388;71;38;0;110;2687;49050
90.222;1583.4;1769;1104;44;0;253;2158;37050
137.474;1575.9;2306;134;27;0;147;2943;49065
138.533;1577.1;2270;136;29;0;155;2876;49080
137.861;1579.4;2275;80;11;0;169;2857;49125
130.444;1576.1;2287;80;12;0;119;2843;49065
138.432;1593.5;2326;99;16;0;140;2974;49095
138.604;1590.9;2303;71;19;0;152;2878;48840
155.026;1650.0;3127;530;49;0;308;2866;65580
138.284;1601.6;2520;825;43;0;273;2766;55035
137.482;1583.5;2416;583;53;0;215;2236;51075
150.921;1587.8;2669;291;55;0;450;2602;54870
138.059;1592.7;2441;155;59;0;159;2130;49020
130.308;1592.1;2503;77;78;17;187;2313;49020
149.951;1592.3;2627;344;63;0;233;2581;53535
138.1;1595.6;2523;243;62;0;164;2564;49050
150.076;1593.6;2773;412;46;0;210;2660;53535
138.658;1587.2;2371;369;48;0;160;2325;48705
138.645;1581.0;2396;468;63;0;130;2354;48570
150.211;1592.7;2587;68;67;0;182;2453;53055
138.56;1584.5;2430;425;71;0;142;2485;48540
138.371;1589.7;2278;68;54;5;135;2170;48555
138.258;1585.6;2433;148;37;0;113;2229;48540
138.769;1612.0;2343;1013;50;0;124;2187;48090
138.468;1605.8;2244;1064;61;0;158;2442;48045
128.565;1613.0;2483;128;61;21;194;2525;53595
138.632;1596.4;2351;285;74;32;152;2203;48540
129.686;1600.5;2382;1984;107;36;123;2240;48570
138.993;1599.2;2396;1745;102;37;201;2174;48555
130.909;1601.6;2354;180;79;37;128;2170;48600
130.746;1590.6;2548;373;75;22;432;2709;50010
138.39;1613.9;2461;504;84;29;300;2805;50040
138.784;1583.0;2334;8986;147;21;293;2873;50025
150.721;1581.6;2343;364;61;0;316;2955;53445
139.127;1577.7;2405;553;72;0;248;2863;50055
138.829;1581.7;2545;68;64;0;174;2593;49590
138.829;1581.7;2545;68;64;0;174;2593;49590
138.829;1581.7;2545;68;64;0;174;2593;49590
138.829;1581.7;2545;68;64;0;174;2593;49590
138.897;1568.76;2478;555;71;0;167;2449;49590
138.897;1568.76;2478;555;71;0;167;2449;49590
150.095;1570.9;2666;71;64;0;196;2884;54060
139.388;1576.6;2618;88;50;0;167;2451;49080
138.214;1569.6;2528;74;35;0;105;2301;49050
139.125;1576.0;2430;105;39;0;151;2246;49065
139.871;1574.4;2337;65;44;0;118;2107;48570
139.871;1574.4;2337;65;44;0;118;2107;48570
138.716;1584.0;2416;85;51;0;93;2185;48570
130.77;1570.0;2346;68;73;37;109;2145;48585
131.747;1583.9;2472;626;96;38;152;2311;49020
138.372;1571.2;2436;76;77;39;148;2263;48570
137.922;1580.0;2405;203;88;38;71;2218;48585
138.811;1619.7;2483;72;71;26;195;2448;51075
130.209;1613.0;2261;218;44;0;181;2594;49470
139.204;1584.4;2551;3436;132;0;160;2497;49125
150.076;1571.5;2607;167;69;0;204;2873;54540
150.076;1571.5;2607;167;69;0;204;2873;54540
139.285;1586.5;2326;107;55;0;125;2411;49095
139.65;1575.2;2379;111;64;0;178;2454;49200
139.277;1575.0;2354;71;56;0;115;2418;49065
138.751;1586.6;2331;201;31;0;113;2204;49065
138.751;1586.6;2331;201;31;0;113;2204;49065
139.512;1588.8;2326;71;42;0;109;2188;49050
139.739;1585.0;2309;884;69;0;166;2077;49080
138.308;1580.0;2416;85;52;0;134;2257;49065
138.993;1593.8;2312;142;72;29;143;2186;49080
128.399;1600.5;2357;150;89;36;87;2205;49080
100.278;1584.8;1895;347;33;0;308;2328;40095
130.628;1578.8;2241;150;37;1;279;2322;49035
130.278;1584.1;2230;68;35;0;222;2360;49050
130.278;1584.1;2230;68;35;0;222;2360;49050
139.385;1578.3;2354;71;36;0;111;2403;49020
138.74;1571.1;2301;273;43;0;194;2408;49080
138.926;1577.9;2289;218;35;0;178;2345;49035
139.611;1590.3;2351;105;36;0;171;2421;49095
138.909;1572.4;2317;62;36;0;122;2363;49035
150.937;1573.7;2512;77;49;0;260;2695;53430
138.73;1578.1;2329;65;35;0;126;2399;49035
137.731;1564.79;2337;119;32;0;175;2425;49050
138.389;1564.21;2292;107;36;0;115;2431;49545
150.604;1567.1;2647;620;82;30;280;3149;54240
149.928;1563.92;2467;77;71;27;244;3133;53850
136.54;1575.71;2270;77;73;28;94;2691;49515
138.64;1581.8;2340;68;74;29;159;2740;49530
138.13;1595.0;2315;65;75;28;196;2784;50055
138.017;1591.2;2405;1216;105;29;150;2742;50055
138.017;1591.2;2405;1216;105;29;150;2742;50055
138.711;1583.4;2236;62;72;26;205;2731;51045
138.18;1587.2;2393;538;81;28;165;3136;51060
138.149;1603.3;2376;437;84;32;167;2788;51030
128.588;1572.1;2576;164;93;33;285;2681;53055
138.184;1585.5;2346;62;32;0;145;2420;49080
150.998;1591.7;2728;94;42;0;145;3133;54585
139.346;1601.8;2714;479;58;0;354;2545;54105
139.651;1590.0;2557;369;56;0;437;2507;54540
139.34;1591.0;2672;257;46;0;403;2690;55980
155.731;1616.2;3789;5920;142;0;383;2919;65985
139.107;1578.0;2475;839;57;0;255;2479;49065
138.855;1574.2;2396;131;53;0;335;2463;49080
128.296;1583.8;2292;181;36;0;404;2351;49005
139.013;1578.2;2317;80;28;0;149;2354;49065
139.195;1580.4;2236;133;60;0;366;2159;49050
138.901;1575.8;2284;319;59;0;242;2149;49035
128.217;1592.8;2306;344;90;35;281;2163;49050
138.338;1580.6;2309;259;86;36;162;2186;49065
138.338;1580.6;2309;259;86;36;162;2186;49065
130.214;1571.2;2337;68;89;36;202;2202;49050
138.674;1583.8;2346;65;92;54;124;2181;49050
138.516;1574.5;2424;336;96;56;602;2209;49020
139.126;1581.1;2393;60;89;57;182;2224;49530
139.017;1582.3;2475;133;106;59;162;2257;49515
138.384;1589.5;2337;167;113;54;171;2171;49575
138.803;1586.9;2334;65;134;55;184;2216;49545
92.351;1579.4;1690;370;37;0;268;2155;35880
155.597;1629.6;3877;460;99;9;356;2028;72165
150.445;1596.9;2959;3020;165;35;1068;2480;56010
138.141;1602.2;2669;412;121;39;140;2320;53130
138.471;1605.6;2393;164;104;35;145;2217;51090
138.513;1597.0;2438;378;68;0;152;2402;49065
