context_token_position_0;context_token_position_1;context_token_position_2;context_token_position_3;context_token_position_4;context_token_position_5;context_token_position_6;context_token_position_7;context_token_position_8;context_token_position_9;context_token_position_10;context_token_position_11;context_token_position_12;context_token_position_13;context_token_position_14;context_token_position_15;context_token_position_16;context_token_position_17;context_token_position_18;context_token_position_19;context_token_position_20;context_token_position_21;context_token_position_22;context_token_position_23;context_token_position_24;context_token_position_25;context_token_position_26;context_token_position_27;context_token_position_28;context_token_position_29;context_token_position_30;context_token_position_31;context_token_position_32;context_token_position_33;context_token_position_34;context_token_position_35;context_token_position_36;context_token_position_37;context_token_position_38;context_token_position_39;context_token_position_40;input_token_position_0;input_token_position_1;target_token_position_0;target_token_position_1
2;227;216;64;75;75;236;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;188;61;52;78;229;76;99;82;290;141;393;76;79;117;60;37;120;290;105;318;78;195;102;72;82;290;141;393;76;79;17;0;0;0;0;0;0;0;0;0;2;9;9;3
2;130;22;46;269;78;118;61;15;358;163;56;264;35;141;207;106;71;34;52;393;76;76;243;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;81;41;344;69;70;190;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;34;393;76;390;101;92;64;236;15;75;236;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;93;34;262;61;342;223;83;74;133;282;73;65;94;45;294;297;66;68;27;379;377;143;35;141;207;262;91;346;36;393;105;304;4;0;0;0;0;0;0;2;10;10;3
2;42;44;112;110;84;100;61;39;393;112;112;87;15;97;66;124;63;52;83;83;221;76;121;52;89;129;158;87;53;83;158;112;342;101;176;87;84;116;112;0;2;10;10;3
2;42;10;128;213;7;24;56;267;79;41;83;191;125;118;211;61;84;100;182;127;172;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;65;67;64;75;39;208;73;52;243;76;69;169;44;244;71;124;61;61;333;61;62;56;83;262;35;105;110;61;69;64;52;390;176;112;390;389;159;240;74;0;2;10;10;3
2;156;92;35;393;390;197;15;54;112;141;390;89;83;103;221;36;118;83;316;52;13;13;13;151;218;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;65;188;64;39;240;208;159;62;95;49;91;389;292;74;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;62;42;163;170;60;36;342;232;61;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;56;382;375;143;390;64;163;52;393;125;91;262;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;106;42;145;185;64;56;118;295;80;60;82;348;112;129;15;103;41;91;83;63;40;101;120;17;60;190;42;108;60;285;60;45;120;61;42;121;63;17;0;0;2;9;9;3
2;77;184;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;65;64;38;61;301;299;337;298;34;36;101;109;109;393;112;159;336;61;173;141;84;138;72;36;101;109;109;393;112;159;229;17;0;0;0;0;0;0;0;0;2;9;9;3
2;95;121;34;36;118;241;109;30;63;115;60;283;99;60;107;42;277;73;60;67;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;256;46;334;78;334;84;46;269;89;83;87;61;52;118;101;393;197;112;10;53;309;41;83;191;125;118;211;61;15;56;83;163;48;262;394;390;101;303;0;2;9;9;3
2;77;55;111;302;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;226;10;53;115;142;106;17;17;42;35;101;393;176;78;118;63;70;68;45;381;290;62;227;72;332;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;60;45;320;71;63;64;75;52;118;241;125;62;60;358;64;156;62;306;15;73;77;40;247;125;118;159;61;17;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;226;10;53;45;208;279;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;107;285;42;41;229;64;60;46;101;76;83;52;129;97;78;269;142;60;52;293;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;132;152;4;4;4;4;4;4;4;4;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;127;89;88;70;81;153;68;189;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;41;110;145;84;122;31;60;34;393;76;390;101;92;64;236;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;60;42;176;101;184;61;62;53;318;61;102;139;77;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;60;39;390;144;35;105;110;301;105;254;91;61;106;60;48;125;78;195;61;84;107;47;83;79;61;17;41;164;162;61;389;248;64;77;17;0;0;0;0;0;2;10;10;3
2;52;393;125;91;262;67;80;34;77;47;129;395;232;89;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;36;269;112;292;79;68;56;390;389;83;10;52;202;15;11;280;41;61;382;379;143;146;66;68;67;62;63;174;121;34;36;118;241;109;56;118;129;220;0;2;10;10;3
2;42;49;223;60;45;229;61;78;48;61;80;63;11;55;375;17;20;379;176;146;15;62;63;215;121;61;66;52;141;110;66;34;36;247;395;141;62;45;101;0;2;9;9;3
2;63;149;51;83;290;101;176;112;390;397;120;60;67;99;227;52;78;232;333;273;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;123;88;121;34;45;101;393;76;35;393;397;397;69;66;355;105;293;106;119;36;269;304;105;61;336;61;15;217;65;67;64;70;88;4;0;0;0;0;0;0;2;9;9;3
2;126;10;53;183;65;90;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;10;128;93;65;35;141;302;78;101;101;179;118;94;70;103;221;135;215;62;256;72;214;73;60;56;98;63;329;80;60;113;17;0;0;0;0;0;0;0;2;9;9;3
2;60;100;92;64;85;62;39;393;112;290;78;195;111;245;64;34;395;120;268;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;86;65;67;62;63;64;34;53;118;232;112;82;68;52;293;15;42;139;34;262;118;232;63;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;51;83;175;299;74;93;312;56;220;83;42;224;72;52;78;98;36;269;112;292;79;70;190;127;20;143;46;294;223;120;122;389;345;122;69;37;390;61;0;2;9;9;3
2;82;290;105;79;230;4;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;328;39;141;164;395;31;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;77;67;4;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;258;71;20;377;35;393;290;161;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;97;157;42;36;118;83;290;89;55;319;46;164;390;141;142;47;160;15;60;44;83;87;125;191;35;207;141;160;53;349;61;254;34;252;52;83;290;269;263;0;2;9;9;3
2;60;51;83;125;141;239;178;37;194;82;34;252;56;83;83;161;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;169;51;69;66;112;83;17;17;355;165;85;67;66;183;17;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;45;229;74;206;86;234;38;396;78;105;83;221;74;156;62;41;83;141;125;209;80;60;67;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;86;93;312;56;196;41;196;37;105;344;324;52;390;176;112;111;62;190;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;72;42;109;125;105;120;180;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;45;160;56;83;160;15;42;41;289;74;72;159;83;63;64;218;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;88;10;45;141;170;41;110;53;118;294;63;64;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;249;36;118;319;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;60;49;144;335;131;226;10;53;307;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;108;198;67;15;52;390;109;125;74;37;83;164;389;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;60;36;342;232;64;205;49;105;129;78;338;127;42;53;118;101;393;265;78;63;116;122;15;62;60;40;247;125;118;159;61;102;82;290;105;79;390;262;74;0;2;10;10;3
2;106;82;106;42;360;63;81;34;85;82;304;61;78;178;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;63;330;75;52;78;247;112;177;53;159;297;133;339;61;122;389;345;63;38;162;61;60;350;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;60;148;38;144;290;78;105;269;159;61;71;60;34;394;164;390;141;137;39;109;53;247;112;61;109;196;348;61;17;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;96;45;208;61;149;34;252;41;101;393;105;61;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;77;94;15;75;42;109;125;105;120;180;16;41;379;143;143;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;60;5;20;17;21;5;124;176;164;49;390;396;83;141;272;15;122;69;34;49;241;78;71;34;67;15;64;51;83;164;61;269;286;85;381;17;0;0;0;0;2;10;10;3
2;42;10;128;93;65;70;47;193;74;21;58;317;62;63;114;174;77;70;124;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;85;53;247;112;61;109;196;34;393;76;390;101;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;56;83;102;52;243;76;69;63;35;207;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;225;72;35;179;220;36;269;78;164;290;153;60;36;101;109;125;288;70;252;185;340;241;90;97;42;45;193;112;79;60;45;120;61;269;84;42;52;118;0;2;9;9;3
2;123;88;41;229;113;262;393;176;61;15;34;394;101;266;65;67;35;87;106;124;164;112;61;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;77;134;154;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;60;51;164;112;177;64;75;37;83;175;299;15;42;10;128;234;34;242;66;51;101;164;109;34;105;212;68;41;101;303;83;73;60;67;82;60;45;390;270;0;2;10;10;3
2;39;208;152;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;116;41;390;265;74;140;65;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;116;140;65;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;154;225;112;10;53;121;60;5;80;5;97;78;269;15;63;39;83;246;121;63;116;36;247;290;89;73;108;17;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;260;67;186;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;10;46;256;82;389;164;78;393;229;76;73;65;67;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;39;248;397;120;39;105;83;392;302;299;74;378;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;63;10;52;44;244;71;38;109;262;241;247;61;61;69;66;108;201;71;41;110;63;354;62;46;233;74;63;10;52;38;109;262;241;247;61;61;69;41;110;0;2;9;9;3
2;52;390;109;300;15;45;160;395;83;160;62;77;307;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;106;82;106;15;42;10;37;38;396;125;292;79;34;182;36;269;61;393;221;105;38;396;125;91;390;243;175;117;280;17;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;218;10;52;34;41;232;105;230;53;159;89;100;82;60;35;207;176;105;212;80;106;68;271;84;42;86;47;147;38;396;125;91;390;243;175;76;122;389;345;0;2;9;9;3
2;172;102;36;91;78;334;74;75;214;62;39;393;112;290;78;195;111;245;64;37;83;175;299;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;54;61;393;166;126;10;53;121;41;83;191;262;164;162;61;97;65;107;64;75;45;160;395;83;160;9;226;10;53;124;61;61;136;68;41;164;267;17;0;2;10;10;3
2;42;10;46;34;35;196;352;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;86;93;65;67;70;355;34;58;193;215;15;62;42;238;53;83;340;88;15;227;72;84;77;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;150;76;91;79;65;70;103;112;87;38;105;159;61;61;269;56;382;375;143;390;97;42;360;63;149;174;80;175;11;84;61;157;42;187;228;63;146;17;0;2;9;9;3
2;60;96;64;36;101;109;300;78;83;74;108;198;66;124;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;219;34;35;390;176;258;71;135;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;126;10;53;258;119;7;7;7;80;65;107;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;77;100;62;152;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;139;49;144;164;180;73;65;90;103;275;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;107;71;68;39;164;394;232;210;255;61;186;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;148;202;80;60;46;241;89;129;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;34;223;118;264;159;45;83;335;73;156;52;118;295;62;36;101;109;389;321;17;42;140;88;65;131;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;81;75;38;396;290;210;76;66;155;65;94;201;42;53;118;101;393;265;78;63;81;139;36;223;83;17;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;185;72;309;60;283;46;390;61;78;287;99;124;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;35;390;176;37;390;61;316;125;101;294;78;178;73;36;111;243;76;241;52;87;112;290;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;60;67;81;54;112;303;137;62;81;72;171;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;260;36;303;78;268;105;152;186;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;133;34;76;76;196;195;111;113;40;83;231;49;105;101;394;293;76;15;62;133;82;61;78;105;393;290;78;195;61;219;61;101;147;17;0;0;0;0;0;0;2;9;9;3
2;63;37;83;389;83;164;78;61;60;49;393;105;125;322;71;34;202;94;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;56;321;118;186;87;49;243;112;87;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;132;56;165;129;53;87;125;83;67;131;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;156;41;83;191;125;118;211;61;70;60;134;62;206;115;77;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;82;348;112;129;64;38;396;290;105;223;337;153;74;52;141;110;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;63;64;75;214;66;56;193;99;104;15;237;64;49;105;101;262;286;60;46;233;42;109;125;321;240;99;125;292;200;314;34;131;17;0;0;0;0;0;0;0;2;10;10;3
2;63;10;52;329;121;34;40;141;101;304;62;64;52;78;105;343;15;52;83;290;326;15;62;37;393;247;242;17;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;48;68;40;101;61;118;60;148;67;42;86;186;93;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;63;10;52;75;142;78;247;290;78;167;62;34;125;125;317;66;122;71;85;92;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;170;106;60;39;83;164;325;61;62;70;109;39;164;290;78;232;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;65;90;93;34;52;78;105;343;51;393;262;262;91;18;49;129;105;342;83;393;109;52;221;340;84;81;54;112;262;193;137;130;34;259;62;36;164;303;79;0;2;9;9;3
2;236;92;62;152;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;60;36;137;354;103;53;118;294;62;39;141;390;109;61;87;15;63;64;52;290;241;87;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;77;113;125;390;83;175;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;132;41;164;162;61;39;248;173;141;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;77;70;314;73;119;41;268;52;348;83;101;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;85;90;16;82;290;105;79;230;55;111;302;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;149;93;65;34;46;269;78;118;97;63;10;52;174;39;141;164;395;198;74;103;275;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;95;77;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;34;262;61;342;223;83;141;43;393;112;89;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;84;107;225;112;10;53;115;38;196;220;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;96;278;64;51;291;85;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;51;129;349;79;27;41;101;393;105;61;45;229;105;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;63;10;52;34;77;188;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;126;10;53;258;119;189;4;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;170;65;94;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;72;149;238;63;37;247;294;119;49;141;98;91;15;97;46;98;154;49;179;264;337;298;39;346;63;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;174;49;91;389;292;74;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;54;112;105;83;141;337;242;16;42;10;46;40;390;270;136;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;40;164;304;63;24;52;78;241;61;201;71;60;100;92;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;34;394;101;266;65;107;123;88;145;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;51;147;61;230;331;95;77;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;258;76;68;45;196;78;144;189;73;65;113;125;390;83;175;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;75;85;67;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;148;71;106;64;60;51;179;164;153;39;83;164;325;15;75;41;83;141;125;209;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;36;101;109;389;321;70;48;393;105;56;118;342;83;39;164;109;390;74;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;85;90;15;85;52;83;340;91;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;170;65;202;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;187;71;106;15;63;226;10;53;56;193;104;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;42;168;75;42;109;125;105;120;180;73;65;94;117;49;141;240;105;269;159;61;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;277;63;201;63;81;103;52;109;165;62;34;76;232;137;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;77;67;4;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;42;116;112;10;53;140;183;69;65;90;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;281;71;43;393;112;89;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;236;74;36;269;78;61;78;105;393;290;78;41;69;83;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;65;188;64;77;15;82;61;78;165;79;63;15;45;129;63;251;76;136;355;112;210;62;63;114;234;332;85;186;87;52;294;175;73;133;312;0;0;0;0;0;2;10;10;3
2;77;67;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;126;10;53;183;63;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;132;67;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;185;72;255;65;67;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;9;3
2;60;55;319;51;83;290;101;176;112;196;195;53;118;105;393;60;41;164;162;301;78;64;132;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;65;64;41;164;162;61;185;327;60;148;67;42;10;128;186;93;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
2;95;77;15;157;68;36;164;78;142;78;207;79;60;67;41;83;52;290;247;78;158;79;60;49;105;179;292;167;52;78;105;318;82;61;78;83;191;71;37;0;2;10;10;3
2;65;107;95;62;81;134;76;313;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;10;3
